málsnúmer;málsheiti;staða máls;heildartími;nefndir
355;laun lögreglumanna;Fyrirspurninni var svarað skriflega.;;
356;aðgerðir til að styðja við byggð í Grímsey;Fyrirspurninni var svarað skriflega.;;
357;löggjöf og starfsskrá félagsmiðstöðva;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
358;jákvæð hvatning til íslenskra matvælaframleiðenda um að draga úr umbúðanotkun;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
359;vopnaburður lögreglunnar;;;
360;sameining öldrunarstofnana í Stykkishólmi;Fyrirspurninni var svarað skriflega.;;
361;þjónustu- og þekkingarmiðstöð fyrir blinda, sjónskerta og daufblinda einstaklinga;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);;
362;höfundalög;Samþykkt sem lög frá Alþingi.;0:08:00;
363;skipan dómara við Hæstarétt;Fyrirspurninni var svarað skriflega.;;
364;þunn eiginfjármögnun;Fyrirspurninni var svarað munnlega.;;
365;námskeið og þjálfun lögreglumanna erlendis;Fyrirspurninni var svarað skriflega.;;
366;óundirbúinn fyrirspurnatími;;;
367;könnun á kostum þess að flytja innanlandsflug frá Reykjavíkurflugvelli til Keflavíkurflugvallar;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
368;lækkun tryggingagjalds;;;
369;framlagning stjórnarmála;;2:00:00;
370;upphæð veiðigjalda;;15:31:00;
371;upplýsingar um fjölda íbúða í byggingu;;1:07:00;
372;samkeppni á bensínsölumarkaði;;7:25:00;
373;skattar og gjöld;Samþykkt sem lög frá Alþingi.;5:20:00;
374;lokafjárlög 2014;Samþykkt sem lög frá Alþingi.;0:35:00;
375;siglingalög o.fl.;Samþykkt sem lög frá Alþingi.;0:10:00;
376;sala fasteigna og skipa;Samþykkt sem lög frá Alþingi.;0:20:00;
377;sundurliðaður kostnaður við sérfræði-, ráðgjafar- og kynningarstörf;Fyrirspurninni var svarað skriflega.;;
378;sundurliðaður kostnaður við sérfræði-, ráðgjafar- og kynningarstörf;Fyrirspurninni var svarað skriflega.;;
379;sundurliðaður kostnaður við sérfræði-, ráðgjafar- og kynningarstörf;Fyrirspurninni var svarað skriflega.;;
380;þjónusta við þá sem þarfnast langtímameðferðar í öndunarvél um barkarennu;Fyrirspurninni var svarað munnlega.;;
381;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;;
382;ættleiðingar á munaðarlausum börnum úr flóttamannabúðum;Fyrirspurninni var svarað skriflega.;;
383;fasteignalán til neytenda;Samþykkt sem lög frá Alþingi.;7:10:00;
384;vextir og verðtrygging o.fl.;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);2:42:00;
385;sérstakt gjald vegna ólögmæts sjávarafla;Samþykkt sem lög frá Alþingi.;1:45:00;
386;alþjóðlegt bann við nýjum kolanámum;Fyrirspurninni var svarað skriflega.;;
387;Nýsköpunarmiðstöð Íslands;Fyrirspurninni var svarað skriflega.;;
388;óundirbúinn fyrirspurnatími;;;
389;íslenskukennsla fyrir innflytjendur;;;
390;afturvirk hækkun bóta;;;
391;hækkun launa og bóta;;;
392;matvælaframleiðsla framtíðarinnar;;;
393;greiðsluþátttökuheimildir lyfjagreiðslunefndar;;;
394;hjúkrunarrými;Fyrirspurninni var svarað skriflega.;;
395;nefndir sem unnu að undirbúningi millidómstigs;Fyrirspurninni var svarað skriflega.;;
396;vátryggingastarfsemi;Samþykkt sem lög frá Alþingi.;5:23:00;
397;landlæknir og lýðheilsa;Samþykkt sem lög frá Alþingi.;1:20:00;
398;málefni aldraðra o.fl.;Samþykkt sem lög frá Alþingi.;1:10:00;
399;húsaleigulög;Samþykkt sem lög frá Alþingi.;3:09:00;
400;vatnsveitur sveitarfélaga;Samþykkt sem lög frá Alþingi.;0:03:00;
401;almenn hegningarlög;Samþykkt sem lög frá Alþingi.;3:30:00;
402;neytendasamningar;Samþykkt sem lög frá Alþingi.;0:46:00;
403;gatnagerðargjald;Samþykkt sem lög frá Alþingi.;0:18:00;
404;uppbygging og rekstur fráveitna;Samþykkt sem lög frá Alþingi.;1:00:00;
405;virðisaukaskattur;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
406;virðisaukaskattur;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);;
407;húsnæðisbætur;Samþykkt sem lög frá Alþingi.;18:57:00;
408;ákvæði um greiðslu sérstakrar framfærsluuppbótar í samræmi við búsetu hér á landi;Fyrirspurninni var svarað munnlega.;;
409;stofnun ofbeldisvarnaráðs;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
410;útgáfa vegabréfa í sendiráðum Íslands;Fyrirspurninni var svarað skriflega.;;
411;miðlun upplýsinga og vernd uppljóstrara;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
412;skáldahúsin á Akureyri;Fyrirspurninni var svarað skriflega.;;
413;húðflúrun;Fyrirspurninni var svarað skriflega.;;
414;stjórnsýsla dómstóla;Fyrirspurninni var svarað skriflega.;;
415;aðgerðir í loftslagsmálum;Fyrirspurninni var svarað skriflega.;;
416;kostnaður við afturvirka hækkun lífeyris almannatrygginga og launahækkun ríkisstarfsmanna;Fyrirspurninni var svarað skriflega.;;
417;skýrsla umboðsmanns Alþingis fyrir árið 2014;;;
418;friðlýsing Íslands fyrir kjarnorkuvopnum og bann við umferð kjarnorkuknúinna farartækja;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
419;innflæði gjaldeyris;Fyrirspurninni var svarað skriflega.;;
420;Seðlabanki Íslands;Samþykkt sem lög frá Alþingi.;8:10:00;
421;óundirbúinn fyrirspurnatími;;;
422;bætur almannatrygginga og lægstu laun;;;
423;brottvísun tveggja albanskra fjölskyldna;;;
424;vinnulag við fjárlagafrumvarp;;;
425;hælisleitendur sem sendir eru til baka;;0:50:00;
426;móttaka flóttamanna;;;
427;störf nefndar um málefni hinsegin fólks;Fyrirspurninni var svarað munnlega.;;
428;aðgerðir gegn einelti í grunnskólum;Fyrirspurninni var svarað skriflega.;;
429;kostnaður við að flytja hafnargarðinn við Austurhöfn;Fyrirspurninni var svarað skriflega.;;
430;ákvörðun EES-nefndarinnar nr. 115/2015 um breytingu á XIII. viðauka og XIX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:00:00;
431;ákvörðun EES-nefndarinnar nr. 116/2015 um breytingu á XIII. viðauka og XIX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;1:23:00;
432;ákvörðun EES-nefndarinnar nr. 188/2015 um breytingu á XIII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;1:14:00;
433;ákvörðun EES-nefndarinnar nr. 191/2015 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
434;ákvörðun EES-nefndarinnar nr. 195/2015 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:25:00;
435;almennar íbúðir;Samþykkt sem lög frá Alþingi.;2 days, 1:12:00;
436;fullgilding stofnsamnings um Innviðafjárfestingabanka Asíu;Samþykkt sem ályktun Alþingis.;1:00:00;
437;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
438;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
439;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
440;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
441;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
442;aldurssamsetning stjórnenda stofnana ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
443;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
444;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
445;aldurssamsetning stjórnenda stofnana ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
446;aldurssamsetning æðstu stjórnar ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
447;Ríkisútvarpið, fjölmiðill í almannaþágu;Samþykkt sem lög frá Alþingi.;;
448;eignarhald á flugstöð Leifs Eiríkssonar og fríhafnarverslun;Fyrirspurninni var svarað skriflega.;;
449;stofnun embættis umboðsmanns flóttamanna;Samþykkt sem ályktun Alþingis.;8:19:00;
450;frestun á fundum Alþingis;;;
451;meðferð og framkvæmd ályktana Alþingis 2014;;0:20:00;
452;kostnaður heilbrigðiskerfisins af umferðarslysum;Fyrirspurninni var svarað skriflega.;;
453;fjöldi stofnana ríkisins;Fyrirspurninni var svarað skriflega.;;
454;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
455;óundirbúinn fyrirspurnatími;;;
456;ársreikningar;Samþykkt sem lög frá Alþingi.;8:15:00;
457;veitingastaðir, gististaðir og skemmtanahald;Samþykkt sem lög frá Alþingi.;14:40:00;
458;Ríkisútvarpið;;0:37:00;
459;upphæð útvarpsgjalds og rekstrarstaða RÚV;;;
460;markmið Íslands í loftslagsmálum;;;
461;tekjuskipting ríkis og sveitarfélaga;;;
462;aðgangur 25 ára og eldri að framhaldsskólum;;;
463;norrænt samstarf 2015;;;
464;rannsóknir í ferðaþjónustu;Fyrirspurninni var svarað skriflega.;;
465;Evrópuráðsþingið 2015;;;
466;Vestnorræna ráðið 2015;;;
467;ÖSE-þingið 2015;;;
468;innleiðing nýrra náttúruverndarlaga;Fyrirspurninni var svarað munnlega.;;
469;íslensk tunga í stafrænum heimi;Fyrirspurninni var svarað munnlega.;;
470;herferð SÍM um að borga myndlistarmönnum;Fyrirspurninni var svarað munnlega.;;
471;ívilnanir til nýfjárfestinga á Íslandi;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
472;sala á eignarhlut Landsbankans hf. í Borgun hf. og Valitor hf.;Fyrirspurninni var svarað skriflega.;;
473;lyfjalög og lækningatæki;Samþykkt sem lög frá Alþingi.;3:25:00;
474;NATO-þingið 2015;;;
475;norðurskautsmál 2015;;;
476;Alþjóðaþingmannasambandið 2015;;;
477;verðmat á hlut Landsbankans í Borgun;Fyrirspurninni var svarað munnlega.;;
478;skipun nýrrar heimsminjanefndar;Fyrirspurninni var svarað munnlega.;;
479;samskiptavandi innan lögreglunnar;Fyrirspurninni var svarað skriflega.;;
480;beiting lagaákvæða um heimild til að krefja útlendinga um greiðslu kostnaðar;Fyrirspurninni var svarað skriflega.;;
481;starfshópur um fæðingarorlofsmál;Fyrirspurninni var svarað skriflega.;;
482;reglur um starfsemi fasteignafélaga;Fyrirspurninni var svarað skriflega.;;
483;hrefnuveiðar;Fyrirspurninni var svarað skriflega.;;
484;úrskurðarnefnd fæðingar- og foreldraorlofsmála;Fyrirspurninni var svarað skriflega.;;
485;staða lýðræðis í stafrænum heimi, ógnir við friðhelgi einkalífs og einstaklingsfrelsi;;;
486;einbreiðar brýr;Fyrirspurninni var svarað skriflega.;;
487;leiguleið til uppbyggingar hjúkrunarheimila;Fyrirspurninni var svarað skriflega.;;
488;sala ríkisins á leigufélaginu Kletti ehf.;Fyrirspurninni var svarað munnlega.;;
489;fækkun fæðingarstaða og ungbarnaeftirlit í dreifbýli;Fyrirspurninni var svarað skriflega.;;
490;úthlutun listamannalauna;Fyrirspurninni var svarað skriflega.;;
491;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
492;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
493;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
494;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
495;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
496;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
497;óundirbúinn fyrirspurnatími;;;
498;niðurstaða vinnu stjórnarskrárnefndar;;;
499;nýjungar í opinberu skólakerfi;;;
500;atvinnuþróun meðal háskólamenntaðra;;;
501;afnám verðtryggingar og þjóðaratkvæðagreiðslur;;;
502;sala á hlut ríkisins í Landsbankanum;;;
503;sáttamiðlun í sakamálum;Fyrirspurninni var svarað munnlega.;;
504;aðgerðir gegn sjávarrofi við Vík í Mýrdal;Fyrirspurninni var svarað skriflega.;;
505;framkvæmd heimsmarkmiða Sameinuðu þjóðanna um sjálfbæra þróun;Fyrirspurninni var svarað munnlega.;;
506;útgjöld vegna sérfræði-, ráðgjafar- og kynningarstarfa;Fyrirspurninni var svarað skriflega.;;
507;staða hjúkrunarheimila í landinu;;;
508;óundirbúinn fyrirspurnatími;;;
509;útgjöld vegna sérfræði-, ráðgjafar- og kynningarstarfa;Fyrirspurninni var svarað skriflega.;;
510;sala bankanna;;;
511;útgjöld vegna sérfræði-, ráðgjafar- og kynningarstarfa;Fyrirspurninni var svarað skriflega.;;
512;útgjöld vegna sérfræði-, ráðgjafar- og kynningarstarfa;Fyrirspurninni var svarað skriflega.;;
513;útgjöld vegna sérfræði-, ráðgjafar- og kynningarstarfa;Fyrirspurninni var svarað skriflega.;;
514;skerðing örorkulífeyris;Fyrirspurninni var svarað skriflega.;;
515;uppgjör lífeyrisskuldbindinga hjúkrunar- og dvalarheimila;Fyrirspurninni var svarað skriflega.;;
516;styrkir og uppbætur til bifreiðakaupa hreyfihamlaðra;Fyrirspurninni var svarað munnlega.;;
517;sala Landsbankans á Borgun;;;
518;reglugerð um árstíðabundna vöru;;;
519;stefnumótun um viðskiptaþvinganir;;;
520;skert póstþjónusta í dreifbýli;;;
521;frumvörp um húsnæðismál;;;
522;kennitöluflakk;Fyrirspurninni var svarað skriflega.;;
523;ráðgjafarnefnd og fagráð Menntamálastofnunar;Fyrirspurninni var svarað skriflega.;;
524;fiskeldi;Fyrirspurninni var svarað skriflega.;;
525;breytingar á framlögum til heilbrigðismála;Fyrirspurninni var svarað skriflega.;;
526;ónotað íbúðarhúsnæði í eigu Íbúðalánasjóðs;Fyrirspurninni var svarað skriflega.;;
527;óundirbúinn fyrirspurnatími;;;
528;skuldabréf Lánasjóðs íslenskra námsmanna;Fyrirspurninni var svarað skriflega.;;
529;sala Landsbankans á hlut sínum í Borgun;;;
530;staða heilbrigðiskerfisins;;;
531;ráðstöfun eigna á Stjórnarráðsreit;;;
532;heilbrigðiskerfið;;;
533;kjör aldraðra og öryrkja;;;
534;GATS- og TiSA-samningar;Fyrirspurninni var svarað skriflega.;;
535;ábendingar um breytingar á starfsreglum verkefnisstjórnar verndar- og orkunýtingaráætlunar;Fyrirspurninni var svarað skriflega.;;
536;kaupauki í Íslandsbanka hf.;Fyrirspurninni var svarað skriflega.;;
537;heilbrigðisáætlun;Fyrirspurninni var svarað skriflega.;;
538;sameining heilbrigðisstofnana;Fyrirspurninni var svarað skriflega.;;
539;umskurður á börnum;Fyrirspurninni var svarað skriflega.;;
540;starfsemi Stjórnstöðvar ferðamála;Fyrirspurninni var svarað skriflega.;;
541;áhrif kjöt- og mjólkurframleiðslu á loftslagsbreytingar;;;
542;listamannalaun;;;
543;aðild Gvatemala að fríverslunarsamningi milli EFTA-ríkjanna og Mið-Ameríkuríkjanna;Samþykkt sem ályktun Alþingis.;;
544;stefna ríkisstjórnarinnar um NPA-þjónustu við fatlaða einstaklinga;Fyrirspurninni var svarað skriflega.;;
545;óundirbúinn fyrirspurnatími;;0:30:00;
546;hlutafélög og einkahlutafélög;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
547;ný innflytjendalöggjöf í Danmörku;;;
548;aðgerðir í húsnæðismálum;;;
549;viðbrögð við skýrslu um fátækt barna;;;
550;eftirfylgni með verkefnum gegn ofbeldi;;;
551;byggingarreglugerð og mygla í húsnæði;;;
552;embættismenn;Fyrirspurninni var svarað skriflega.;;
553;embættismenn;Fyrirspurninni var svarað skriflega.;;
554;embættismenn;Fyrirspurninni var svarað skriflega.;;
555;óundirbúinn fyrirspurnatími;;;
556;embættismenn;Fyrirspurninni var svarað skriflega.;;
557;framlög til barnabóta;;;
558;sala á hlut ríkisins í Landsbankanum;;;
559;verjendur í sakamálum;;;
560;útboð á tollkvótum;;1:01:00;
561;styrkur til kvikmyndar um flóttamenn;;0:30:00;
562;sjúkraflug;Fyrirspurninni var svarað skriflega.;;
563;Jafnréttissjóður Íslands;Samþykkt sem ályktun Alþingis.;;
564;raforkumál á Vestfjörðum og Hvalárvirkjun;Fyrirspurninni var svarað munnlega.;;
565;bygging þjóðgarðsmiðstöðvar á Hellissandi;Fyrirspurninni var svarað munnlega.;;
566;eftirlit með starfsemi hjúkrunarheimila;Fyrirspurninni var svarað munnlega.;;
567;styrkir til framræslu lands;Fyrirspurninni var svarað skriflega.;;
568;Dýrafjarðargöng;Fyrirspurnin var kölluð aftur.;;
569;flugvellir og framkvæmdir;Fyrirspurninni var svarað skriflega.;;
570;apótek og lausasala lyfja;Fyrirspurninni var svarað munnlega.;;
571;nýliðun í landbúnaði;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
572;metanframleiðsla;Fyrirspurninni var svarað munnlega.;;
573;landgræðsla;Fyrirspurninni var svarað skriflega.;;
574;óundirbúinn fyrirspurnatími;;;
575;TiSA-samningurinn;;;
576;niðurstöður greiningar UNICEF á hag barna og viðbrögð stjórnvalda við þeim;;;
577;gjaldtaka af ferðamönnum;;;
578;mótvægisaðgerðir vegna viðskiptabanns á Rússland;;;
579;málefni barna;;;
580;framtíð sjávarútvegsbyggða;;;
581;búvörusamningar;;;
582;óundirbúinn fyrirspurnatími;;;
583;viðskipti við Nígeríu;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
584;ný aflaregla í loðnu;;;
585;málefni ferðaþjónustunnar;;;
586;endurreisn heilbrigðiskerfisins;;;
587;afnám verðtryggingar;;;
588;aukin framlög til heilbrigðismála;;;
589;viðbrögð við undirskriftasöfnun;;7:13:00;
590;erlend skattaskjól;Fyrirspurninni var svarað skriflega.;;
591;einkarekstur í heilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
592;greiðsluþátttaka og biðtími eftir aðgerðum í heilbrigðiskerfinu;Fyrirspurninni var svarað skriflega.;;
593;þörf á fjárfestingum í innviðum;;;
594;kostnaður við afnám skerðingar bóta;Fyrirspurninni var svarað skriflega.;;
595;aðgerðir gegn matarsóun;Fyrirspurninni var svarað skriflega.;;
596;óundirbúinn fyrirspurnatími;;;
597;verðtrygging og afnám hennar;;;
598;starfslokasamningar;Fyrirspurninni var svarað skriflega.;;
599;söluferli Borgunar;;;
600;brottvísun flóttamanna;;;
601;öryggismál ferðamanna;;;
602;íþróttakennaranám á Laugarvatni;;;
603;staða ungs fólks;;;
604;arður einkarekinna heilsugæslustöðva;Fyrirspurninni var svarað skriflega.;;
605;Heilbrigðisstofnun Vesturlands;Fyrirspurninni var svarað skriflega.;;
606;menningarminjar o.fl.;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
607;áheyrnaraðild að Norðurskautsráðinu;Samþykkt sem ályktun Alþingis.;2:20:00;
608;óundirbúinn fyrirspurnatími;;;
609;aukin viðvera herliðs á Keflavíkurflugvelli;;;
610;öryggisúttekt á vegakerfinu;Fyrirspurninni var svarað skriflega.;;
611;búvörusamningur;;;
612;staða nethlutleysis hjá íslenskum fjarskiptafyrirtækjum;Fyrirspurninni var svarað skriflega.;;
613;kynslóðareikningar;;;
614;kjaradeila í álverinu í Straumsvík;;;
615;nýr búvörusamningur;;0:15:00;
616;starfsreglur verkefnisstjórnar rammaáætlunar;;7:52:00;
617;búvörusamningur og framlagning stjórnarmála;;1:08:00;
618;búvörusamningur og mjólkurkvótakerfi;;7:40:00;
619;óundirbúinn fyrirspurnatími;;;
620;átaksverkefni í eftirliti með fylgni við vinnu- og skattalöggjöf;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
621;verðtrygging búvörusamnings;;;
622;Hús íslenskra fræða;;;
623;hagnaður bankanna og vaxtamunur;;;
624;uppbygging ferðamannastaða og samgöngukerfis;;;
625;skýrsla um öryggi á ferðamannastöðum;;;
626;úthlutanir á fjárlögum til æskulýðsfélaga;Fyrirspurninni var svarað skriflega.;;
627;skráning miðhálendis Íslands á heimsminjaskrá UNESCO;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
628;framkvæmd skólahalds í framhaldsskólum skólaárin 2008/2009 til 2012/2013;;;
629;sálfræðiþjónusta í framhaldsskólum;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
630;staðan í orkuframleiðslu landsins;;;
631;óundirbúinn fyrirspurnatími;;6:55:00;
632;sjúkratryggingar;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
633;staðgreiðsla opinberra gjalda;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
634;skráning og mat fasteigna;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
635;vöggugjöf;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
636;flugþróunarsjóður;Fyrirspurninni var svarað munnlega.;;
637;undanþágur frá gjaldeyrishöftum;Fyrirspurninni var svarað skriflega.;;
638;fjögurra ára samgönguáætlun 2015--2018;Samþykkt sem ályktun Alþingis.;22:38:00;
639;raforkulög;Samþykkt sem lög frá Alþingi.;0:05:00;
640;samningur milli Íslands og Færeyja um fiskveiðar innan íslenskrar og færeyskrar lögsögu 2016;Samþykkt sem ályktun Alþingis.;;
641;kynja- og jafnréttiskennsla í grunn- og framhaldsskólum;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
642;aðgengismál fatlaðs fólks;;;
643;gæði heilbrigðisþjónustunnar;;;
644;kostnaðarþátttaka sjúklinga;;;
645;orð þingmanns um hælisleitendur;;;
646;innleiðing á frammistöðukerfinu ,,broskarlinn";Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
647;náttúrustofur;Ekki útrætt á 145. þingi. (Var í nefnd eftir fyrri umræðu.);;
648;niðurgreiðslur húshitunarkostnaðar;Samþykkt sem lög frá Alþingi.;1:35:00;
649;aðkoma að samningum við kröfuhafa og meðferð slitabúa föllnu bankanna o.fl.;Fyrirspurninni var svarað skriflega.;;
650;endurbygging vegarins yfir Kjöl;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
651;starfsemi heilbrigðisstofnana;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
652;óundirbúinn fyrirspurnatími;;;
653;arðgreiðslur tryggingafélaganna;;0:28:00;
654;upplýsingar um eignir í skattaskjólum, opinber innkaup;;;
655;framkoma tryggingafélaganna;;3:00:00;
656;lög um fóstureyðingar;;;
657;áfengis- og vímuvarnastefna;;1:14:00;
658;lögreglulög;Samþykkt sem lög frá Alþingi.;1:00:00;
659;meðferð sakamála;Samþykkt sem lög frá Alþingi.;1:16:00;
660;meðferð sakamála og meðferð einkamála;Samþykkt sem lög frá Alþingi.;0:35:00;
661;siglingalög;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
662;loftferðir;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
663;vopnalög;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
664;hlutafélög o.fl.;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);;
665;opinber innkaup;Samþykkt sem lög frá Alþingi.;10:53:00;
666;Lífeyrissjóður bænda;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);2:50:00;
667;afglæpavæðing vörslu neysluskammta af fíkniefnum;;4:20:00;
668;arðgreiðsluáform tryggingafélaganna;;6:50:00;
669;brunavarnir;Samþykkt sem lög frá Alþingi.;0:10:00;
670;meðhöndlun úrgangs og ráðstafanir gegn umhverfismengun af völdum einnota umbúða fyrir drykkjarvörur;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);1:35:00;
671;öryggi raforkuvirkja, neysluveitna og raffanga;Samþykkt sem lög frá Alþingi.;1:10:00;
672;óundirbúinn fyrirspurnatími;;1:40:00;
673;Vatnajökulsþjóðgarður;Samþykkt sem lög frá Alþingi.;5:56:00;
674;staða mála í heilbrigðiskerfinu;;0:35:00;
675;uppbygging nýs Landspítala;;8:13:00;
676;erlendir leiðsögumenn;;11:15:00;
677;endurskoðun laga um Lánasjóð íslenskra námsmanna;;2:55:00;
678;breytingar á fæðingarorlofi;;5:38:00;
679;umgengni um nytjastofna sjávar o.fl.;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);4:40:00;
680;búvörulög o.fl.;Samþykkt sem lög frá Alþingi.;1 day, 17:40:00;
681;ákvarðanir EES-nefndarinnar um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;10:26:00;
682;ákvörðun EES-nefndarinnar nr. 293/2015 um breytingu á XXII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:20:00;
683;ákvörðun EES-nefndarinnar nr. 252/2015 um breytingu á II. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;1:45:00;
684;ákvörðun EES-nefndarinnar nr. 230/2015 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
685;ákvörðun EES-nefndarinnar nr. 229/2015 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
686;ákvörðun EES-nefndarinnar nr. 197/2015 um breytingu á I. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
687;Rómarsamþykktin um Alþjóðlega sakamáladómstólinn viðvíkjandi glæpum gegn friði;Samþykkt sem ályktun Alþingis.;1:46:00;
688;Evrópska efnahagssvæðið;Samþykkt sem lög frá Alþingi.;0:10:00;
689;óundirbúinn fyrirspurnatími;;;
690;nauðsyn bættra fjarskiptatenginga og hagræn áhrif gagnavera;;;
691;tillögur að breytingum á byggingarreglugerð;Fyrirspurninni var svarað skriflega.;;
692;vantraust á ríkisstjórnina, þingrof og nýjar kosningar;Ekki samþykkt.;;
693;fundahöld;Fyrirspurninni var svarað skriflega.;;
694;eignir í skattaskjólum;;;
695;ríkisstjórnarsamstarfið;;;
696;hagsmunaskráning þingmanna;;;
697;aðkoma forsætisráðherra að samningum um slitabú föllnu bankanna;;;
698;svar við fyrirspurn um Borgunarmálið;;;
699;fundahöld;Fyrirspurninni var svarað skriflega.;;
700;fundahöld;Fyrirspurninni var svarað skriflega.;;
701;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
702;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
703;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
704;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
705;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
706;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
707;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
708;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
709;flutningur verkefna til sýslumannsembætta;Fyrirspurninni var svarað skriflega.;;
710;óundirbúinn fyrirspurnatími;;;
711;rannsókn á aflandsfélögum Íslendinga og skattundanskotum;Ekki útrætt á 145. þingi. (Var í nefnd eftir fyrri umræðu.);1:03:00;
712;eignir forsætisráðherra í skattaskjóli;;;
713;orð forsætisráðherra í sjónvarpsviðtali;;;
714;hagsmunaskráning þingmanna og siðareglur;;;
715;viðbrögð ráðherra við áltishnekki Íslands;;;
716;upplýsingar og skilgreining á skattaskjólum;;;
717;túlkun á fríverslunarsamningi EFTA og Marokkós;Fyrirspurninni var svarað munnlega.;;
