málsnúmer;málsheiti;staða máls;heildartími;nefndir
375;ferðakostnaður og dagpeningar ráðherra og ráðuneytisstjóra;Fyrirspurninni var svarað skriflega.;;
376;tollgæslumál;;;
377;móttaka skemmtiferðaskipa;;;
378;sértæk skuldaaðlögun;Fyrirspurninni var svarað skriflega.;;
379;skuldaskil einstaklinga;Fyrirspurninni var svarað skriflega.;;
380;biðlistar og stöðugildi sálfræðinga;Fyrirspurninni var svarað skriflega.;;
381;framkvæmdir við Landspítalann;Fyrirspurninni var svarað skriflega.;;
382;lyf við inflúensu fyrir börn á skólaskyldualdri;Fyrirspurninni var svarað skriflega.;;
383;lánafyrirgreiðsla fjármálastofnana;Fyrirspurninni var svarað skriflega.;;
384;landvarsla;Fyrirspurninni var svarað skriflega.;;
385;saltburður og mengandi efni í nágrenni vatnsverndarsvæða höfuðborgarsvæðisins;Fyrirspurninni var svarað skriflega.;;
386;raforkumálefni;;;
387;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;0:20:00;
388;afnám innflæðishafta og vaxtastig;;3:05:00;
389;breyting á ýmsum lögum á sviði samgöngu-, fjarskipta-, sveitarstjórnar- og byggðamála;Samþykkt sem lög frá Alþingi.;0:03:00;
390;fjarskipti;Samþykkt sem lög frá Alþingi.;1:40:00;
391;tekjuskattur;Bíður 1. umræðu.;;
392;þjóðaratkvæðagreiðsla um framtíð Reykjavíkurflugvallar;Bíður fyrri umræðu.;;
393;jöfn meðferð óháð kynþætti og þjóðernisuppruna;Samþykkt sem lög frá Alþingi.;8:30:00;
394;jöfn meðferð á vinnumarkaði;Samþykkt sem lög frá Alþingi.;0:39:00;
395;innheimtulög;Samþykkt sem lög frá Alþingi.;-1 day, 23:50:00;
396;nýting vatnsauðlinda þjóðlendna;Fyrirspurninni var svarað skriflega.;;
397;stuðningsúrræði fyrir nemendur í samræmdu prófi í íslensku;Fyrirspurninni var svarað skriflega.;;
398;verktakar Menntamálastofnunar við fyrirlögn samræmdra prófa;Fyrirspurninni var svarað skriflega.;;
399;meðferð einkamála;Bíður 1. umræðu.;;
400;óundirbúinn fyrirspurnatími;;;
401;vegtollar;;;
402;staðan í ljósmæðradeilunni;;;
403;úrræði fyrir börn með fíkniefnavanda;;;
404;starfsemi Airbnb á Íslandi;;;
405;skerðingar lífeyristekna hjá TR;;;
406;hjúkrunar- og dvalarrými í Stykkishólmi;;;
407;smálán;;;
408;dreifing ferðamanna um landið;;;
409;aðkoma og hlutdeild hulduaðila í kosningum til Alþingis;;;
410;hjólaleið milli Reykjavíkur og Flugstöðvar Leifs Eiríkssonar;Bíður fyrri umræðu.;;
411;105. og 106. Aþljóðavinnumálaþingið í Genf 2016--2017;;;
412;fjöldi vettvangsliða, bráðaliða og sjúkraflutningamanna;Fyrirspurninni var svarað skriflega.;;
413;frumvarp til laga um breytingar á almennum hegningarlögum um bann við umskurði drengja;Fyrirspurninni var svarað munnlega.;;
414;vegalög;Bíður 1. umræðu.;;
415;opinber fjármál;Bíður 1. umræðu.;;
416;óundirbúinn fyrirspurnatími;;;
417;barátta gegn fátækt;;;
418;innflutningskvótar á ostum;;;
419;lágmarksellilífeyrir;;;
420;kvennadeildir Landspítalans;;;
421;almenningssamgöngur;;;
422;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;1:55:00;
423;breyting á ýmsum lagaákvæðum um skatta og gjöld;Samþykkt sem lög frá Alþingi.;0:50:00;
424;brottfall laga um Lífeyrissjóð bænda;Samþykkt sem lög frá Alþingi.;1:05:00;
425;skipulag haf- og strandsvæða;Samþykkt sem lög frá Alþingi.;9:13:00;
426;heilbrigðisþjónusta o.fl.;Í nefnd eftir 1. umræðu.;4:14:00;
427;lyfjalög;Samþykkt sem lög frá Alþingi.;3:31:00;
428;endurskoðun á lyfjalögum;Fyrirspurninni var svarað skriflega.;;
429;stjórn fiskveiða;Samþykkt sem lög frá Alþingi.;4:30:00;
430;plastáætlun Norðurlanda;Fyrirspurninni var svarað skriflega.;;
431;eignaraðild vogunarsjóða að bankakerfinu og eftirlitshlutverk Fjármálaeftirlitsins;Fyrirspurninni var svarað skriflega.;;
432;ráðgjöf vegna siðareglna;Fyrirspurninni var svarað skriflega.;;
433;Fiskræktarsjóður;Samþykkt sem lög frá Alþingi.;1:20:00;
434;framkvæmdir á Reykjanesbraut;Fyrirspurninni var svarað skriflega.;;
435;óundirbúinn fyrirspurnatími;;;
436;ummæli ráðherra um þingmann Pírata;;;
437;leiguíbúðir eldri borgara í Boðaþingi;;;
438;Lyklafellslína;;;
439;línulagnir;;;
440;vísbendingar um kólnun í ferðaþjónustu;;;
441;niðurskurður í fjármálaáætlun;;4:59:00;
442;dómstólar o.fl.;Í nefnd eftir 1. umræðu.;-1 day, 23:51:00;
443;siðareglur fyrir alþingismenn;Samþykkt sem ályktun Alþingis.;2:18:00;
444;stjórn fiskveiða;Bíður 1. umræðu.;;
445;hreyfing og svefn grunnskólabarna;Fyrirspurninni var svarað munnlega.;;
446;rafmyntir;Fyrirspurninni var svarað skriflega.;;
447;atkvæðakassar;Fyrirspurninni var svarað skriflega.;;
448;lífeyrissjóðsgreiðslur til örorkulífeyrisþega;Fyrirspurninni var svarað skriflega.;;
449;kolefnisgjald og mótvægisaðgerðir gegn kolefnislosun;Fyrirspurninni var svarað skriflega.;;
450;aðgerðaáætlun fyrir Stjórnarráðið;Fyrirspurninni var svarað skriflega.;;
451;kostnaður við rekstur kjararáðs;Fyrirspurninni hefur ekki verið svarað.;;
452;Söfnunarsjóður lífeyrisréttinda;Samþykkt sem lög frá Alþingi.;0:40:00;
453;Lífeyrissjóður starfsmanna ríkisins;Samþykkt sem lög frá Alþingi.;;
454;Póst- og fjarskiptastofnun o.fl.;Samþykkt sem lög frá Alþingi.;3:22:00;
455;breyting á ýmsum lögum vegna alþjóðasamþykktar um vinnuskilyrði farmanna;Samþykkt sem lög frá Alþingi.;0:21:00;
456;ábúðarlög;Samþykkt sem lög frá Alþingi.;0:15:00;
457;breyting á ýmsum lagaákvæðum sem tengjast fiskeldi;Í nefnd eftir 1. umræðu.;8:20:00;
458;almenn hegningarlög;Samþykkt sem lög frá Alþingi.;0:45:00;
459;þjóðfáni Íslendinga og ríkisskjaldarmerkið;Bíður 1. umræðu.;;
460;þjóðaröryggisráð;Bíður 1. umræðu.;;
461;framkvæmdaleyfi vegna uppbyggingar á Vestfjarðavegi;Bíður 1. umræðu.;;
462;framhaldsskólar;Bíður 1. umræðu.;;
463;óundirbúinn fyrirspurnatími;;;
464;samningar við ljósmæður;;;
465;framlög til samgöngumála í Reykjavík;;0:15:00;
466;samningur um heimaþjónustu ljósmæðra;;1:00:00;
467;króna á móti krónu skerðingar;;6:24:00;
468;framlög til heilbrigðismála;;4:36:00;
469;stefnumótun í fjármálaáætlun og fjárlögum;;3:25:00;
470;sálfræðiþjónusta í fangelsum;Bíður fyrri umræðu.;;
471;almenn hegningarlög;Bíður 1. umræðu.;;
472;sveitarstjórnarlög;Bíður 1. umræðu.;;
473;endurnýjun vegarins yfir Kjöl með einkaframkvæmd;Bíður fyrri umræðu.;;
474;skattleysi launatekna undir 300.000 kr.;Bíður fyrri umræðu.;0:02:00;
475;40 stunda vinnuvika;Bíður 1. umræðu.;;
476;bann við plastpokanotkun í verslunum og merkingar á vörum með plastagnir;Bíður fyrri umræðu.;;
477;framtíð og fyrirkomulag utanspítalaþjónustu og sjúkraflutninga;;;
478;kostir og gallar aðildar Íslands að samningnum um Evrópska efnahagssvæðið;;;
479;stefnumarkandi landsáætlun um uppbyggingu innviða til verndar náttúru og menningarsögulegum minjum 2018--2029;Samþykkt sem ályktun Alþingis.;3:51:00;
480;stefnumótandi byggðaáætlun 2018--2024;Samþykkt sem ályktun Alþingis.;3:11:00;
481;köfun;Samþykkt sem lög frá Alþingi.;1:25:00;
482;óundirbúinn fyrirspurnatími;;;
483;misskipting eigna í þjóðfélaginu;;;
484;kjör kvennastétta;;0:45:00;
485;stefna í flugmálum og öryggi flugvalla;;3:30:00;
486;staða tjáningar- og upplýsingafrelsis á Íslandi;;;
487;skerðing bóta fólks í sambúð;;;
488;ráðstafanir til að lækka eldsneytiskostnað í millilandaflugi;Bíður fyrri umræðu.;;
489;aukin fjárveiting til SÁÁ;Bíður fyrri umræðu.;;
490;óréttmæti málshöfðunar Alþingis gegn ráðherrum og afsökunarbeiðni;Bíður fyrri umræðu.;;
491;kolefnisjöfnun vegna eldsneytisnotkunar opinberra aðila;Bíður fyrri umræðu.;;
492;Íslandsstofa;Samþykkt sem lög frá Alþingi.;8:19:00;
493;ársreikningar;Bíður 1. umræðu.;;
494;fjármálaáætlun 2019--2023;Samþykkt sem ályktun Alþingis.;3 days, 1:56:00;
495;þolmörk ferðamennsku;;;
496;kosningar til Alþingis;Bíður 1. umræðu.;;
497;starfsmenn Stjórnarráðsins;Fyrirspurninni var svarað skriflega.;;
498;framkvæmd alþjóðlegra skuldbindinga er varða flutning á vopnum;;;
499;óundirbúinn fyrirspurnatími;;;
500;hvalveiðar;;;
501;úttekt á barnaverndarmáli;;;
502;bygging leiguíbúða;;;
503;framboð Íslands til barnaréttarnefndar Sameinuðu þjóðanna;;;
504;skattlagning styrkja til lyfjakaupa o.fl.;;;
505;starfsemi Airbnb á Íslandi;;;
506;hvítbók um fjármálakerfið;;;
507;opinber störf utan höfuðborgarsvæðisins;Fyrirspurninni var svarað skriflega.;;
508;opinber störf utan höfuðborgarsvæðisins;Fyrirspurninni var svarað skriflega.;;
509;opinber störf utan höfuðborgarsvæðisins;Fyrirspurninni hefur ekki verið svarað.;;
510;utanríkis- og alþjóðamál;;;
511;umferðarlagabrot erlendra ferðamanna;Fyrirspurninni var svarað skriflega.;;
512;kjör ljósmæðra;;;
513;tollasamningur ESB og Íslands um landbúnaðarvörur;;;
514;rannsóknir og öryggisráðstafanir vegna jarðvegslosunar í Bolaöldu;Fyrirspurninni var svarað skriflega.;;
515;jarðvegslosun í Bolaöldu;Fyrirspurninni var svarað skriflega.;;
516;óundirbúinn fyrirspurnatími;;;
517;loftslagsmál og samgöngur;;;
518;heimaþjónusta Karitas;;0:26:00;
519;Evrópusambandið og skýrsla ráðherra um EES-samninginn;;;
520;biðlistar;;;
521;frumvarp um persónuvernd;;;
522;neyðarvistun ungra fíkla;;;
523;norðurslóðir;;;
524;óinnheimtar sektir í vararefsingarferli;Fyrirspurninni var svarað skriflega.;;
525;kynjafræði sem skyldunámsgrein;Bíður fyrri umræðu.;;
526;ársskýrslur Útlendingastofnunar;Fyrirspurninni var svarað skriflega.;;
527;undanþágur frá gjaldeyrishöftum;Fyrirspurninni var svarað skriflega.;;
528;hlutabréfaeign LSR í fyrirtækjum á markaði;Fyrirspurninni var svarað munnlega.;;
529;eftirlit Fjármálaeftirlitsins með verðtryggðum lánum;Fyrirspurninni var svarað skriflega.;;
530;kostnaður við hátíðarfund Alþingis;Fyrirspurninni var svarað skriflega.;;
531;húsnæði Alþingis;Fyrirspurninni var svarað skriflega.;;
532;nám á atvinnuleysisbótum;Fyrirspurninni var svarað munnlega.;;
533;börn sem sækja um alþjóðlega vernd;Fyrirspurninni var svarað skriflega.;;
534;endurmat á hvalveiðistefnu Íslands;Bíður fyrri umræðu.;;
535;betrun fanga;Bíður fyrri umræðu.;;
536;varnir gegn peningaþvætti og fjármögnun hryðjuverka;Fyrirspurninni var svarað skriflega.;;
537;fjölkerfameðferð við hegðunarvanda;Fyrirspurninni var svarað skriflega.;;
538;heimilislæknar á Íslandi og ráðningar heilsugæslulækna á landsbyggðinni;Fyrirspurninni var svarað skriflega.;;
539;fullgilding fríverslunarsamnings milli EFTA-ríkjanna og Filippseyja;Bíður fyrri umræðu.;;
540;vinnutími, tekjur og framfærsla fanga;Fyrirspurninni var svarað skriflega.;;
541;borgaralaun;;;
542;umhverfisvænar veiðar;Fyrirspurninni var svarað skriflega.;;
543;lækkun tekjuskatts;Fyrirspurninni hefur ekki verið svarað.;;
544;skýrsla umboðsmanns Alþingis fyrir árið 2016;;;
545;ákvörðun sameiginlegu EES-nefndarinnar nr. 186/2017 um breytingu á XVII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:44:00;
546;aðgengi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
547;aðgengi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
548;aðgengi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
549;aðgengi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
550;aðgengi fatlaðs fólks;Fyrirspurninni hefur ekki verið svarað.;;
551;aðgengi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
552;óundirbúinn fyrirspurnatími;;;
553;borgarlína;;;
554;bætt kjör hinna lægst launuðu;;;
555;úttekt nefndar á barnaverndarmálum;;;
556;stjórnsýsla ferðamála;;;
557;stuðningur við borgarlínu;;;
558;aðgerðir vegna stöðu sauðfjárbænda;;;
559;veiting heilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
560;sektareglugerð vegna umferðarlagabrota;Fyrirspurninni var svarað munnlega.;;
561;aðgerðir gegn skattundanskotum og skattsvikum;Samþykkt sem lög frá Alþingi.;1:52:00;
562;virðisaukaskattur;Samþykkt sem lög frá Alþingi.;3:50:00;
563;brottfall laga;Bíður 1. umræðu.;;
564;útlendingar og Schengen-upplýsingakerfið á Íslandi;Í nefnd eftir 1. umræðu.;3:03:00;
565;aðgerðir gegn peningaþvætti og fjármögnun hryðjuverka;Samþykkt sem lög frá Alþingi.;0:50:00;
566;ráðherraábyrgð;Bíður 1. umræðu.;;
567;notkun stjórnvalda og ríkisstofnana á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
568;meðhöndlun ráðuneyta á ábendingum í nefndarálitum;Fyrirspurninni hefur ekki verið svarað.;;
569;jöfnuður og traust;;;
570;sértæk skuldaaðlögun;Fyrirspurninni var svarað skriflega.;;
571;kostnaðargreining í heilbrigðiskerfinu;Fyrirspurninni var svarað skriflega.;;
572;krosseignatengsl í sjávarútvegi;Fyrirspurninni var svarað skriflega.;;
573;gæsluvarðhald og gæsluvarðhaldsúrskurðir;Fyrirspurninni var svarað skriflega.;;
574;tillögur Lögmannafélags Íslands um gjafsóknarreglur;Fyrirspurninni var svarað skriflega.;;
575;vefjagigt;Fyrirspurninni var svarað skriflega.;;
576;Bankasýsla ríkisins;Fyrirspurninni var svarað skriflega.;;
577;óundirbúinn fyrirspurnatími;;;
578;hvalveiðar;;;
579;skortur á hjúkrunarfræðingum;;;
580;Hvalárvirkjun;;;
581;endurskoðun skaðabótalaga;;2:55:00;
582;stytting náms til stúdentsprófs og staða nemenda;;;
583;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
584;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
585;biðlistar á Vog;;;
586;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
587;Kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
588;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
589;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
590;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
591;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
592;kynjaskipting í stjórnum, ráðum og nefndum á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
593;svört atvinnustarfsemi í ferðaþjónustu;Fyrirspurninni hefur ekki verið svarað.;;
594;styrkir til verkefna og rekstrar á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
595;styrkir til verkefna og rekstrar á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
596;styrkir til verkefna og rekstrar á málefnasviði ráðherra;Fyrirspurninni hefur ekki verið svarað.;;
597;styrkir til verkefna og rekstrar á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
598;styrkir til verkefna og rekstrar á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
599;endurgreiðslur til félagasamtaka til almannaheilla vegna mannvirkjagerðar og annarra framkvæmda;Bíður 1. umræðu.;;
600;framkvæmd svæðisbundinnar flutningsjöfnunar 2017;;;
601;NPA-samningar;Fyrirspurninni var svarað skriflega.;;
602;lögreglumenn;Fyrirspurninni var svarað skriflega.;;
603;óundirbúinn fyrirspurnatími;;;
604;samkeppnisstaða Íslands;;;
605;beiðni um lyf;;;
606;veiðigjöld;;;
607;samgöngur á sunnanverðum Vestfjörðum;;;
608;siðareglur ráðherra;;;
609;vegur um Gufudalssveit;;;
610;landverðir utan friðlýstra svæða og þjóðgarða;Fyrirspurninni var svarað skriflega.;;
611;breyttar áherslur í opinberum innkaupum;Fyrirspurninni var svarað skriflega.;;
612;ákvörðun sameiginlegu EES-nefndarinnar um breytingu á XI. viðauka og bókun 37 við EES-samninginn;Samþykkt sem ályktun Alþingis.;1:35:00;
613;sveitarstjórnarlög;Samþykkt sem lög frá Alþingi.;;
614;umskurður á kynfærum drengja;Fyrirspurninni hefur ekki verið svarað.;;
615;orkupakki ESB, eftirlitsstofnanir sambandsins og EES-samningurinn;Fyrirspurninni hefur ekki verið svarað.;;
616;barnaverndarmál;;;
617;fjöldi rannsóknarlögreglumanna;Fyrirspurninni var svarað skriflega.;;
618;fjöldi tollvarða;Fyrirspurninni var svarað skriflega.;;
619;ný persónuverndarreglugerð ESB og afrit af þjóðskrá, kjörskrá og íbúaskrá;Fyrirspurninni var svarað skriflega.;;
620;gerðabækur kjörstjórna;Fyrirspurninni hefur ekki verið svarað.;;
621;úrskurðir sýslumanns í umgengnismálum;Fyrirspurninni hefur ekki verið svarað.;;
622;persónuvernd og vinnsla persónuupplýsinga;Samþykkt sem lög frá Alþingi.;20:43:00;
623;framkvæmd upplýsingalaga;;;
624;óskráðar reglur og hefðir;Fyrirspurninni var svarað skriflega.;;
625;óundirbúinn fyrirspurnatími;;;
626;menntun fatlaðs fólks;;;
627;tekjur ríkisins af sölu Arion banka;;;
628;stuðningur við borgarlínu;;;
629;persónuafsláttur og skattleysismörk;;0:30:00;
630;almenna persónuverndarreglugerðin;;;
631;veiðigjald;Bíður 1. umræðu.;;
632;verðtrygging fjárskuldbindinga;;;
633;áhættumat og viðbragðsáætlanir vegna eiturefnaflutninga í grennd við vatnsverndarsvæði;Fyrirspurninni hefur ekki verið svarað.;;
634;kolefnisgjald;Fyrirspurninni hefur ekki verið svarað.;;
635;aðgerðir til að draga úr losun gróðurhúsalofttegunda og mat á árangri af þeim;Fyrirspurninni var svarað skriflega.;;
636;sjúkraflutningar;Fyrirspurninni var svarað skriflega.;;
637;áverkar eftir hund;Fyrirspurninni var svarað skriflega.;;
638;geðheilbrigðismál og framkvæmd geðheilbrigðisáætlunar;;;
639;ráðstöfun lands og landsréttinda innan þjóðlendna og tekna af gjöldum fyrir slík réttindi;;;
640;ábyrgðarmenn námslána, niðurfelling ábyrgðar og erlendir stúdentar;Fyrirspurninni hefur ekki verið svarað.;;
641;fjárframlög sveitarfélaga til stjórnmálasamtaka;Fyrirspurninni hefur ekki verið svarað.;;
642;túlkaþjónusta fyrir innflytjendur;Fyrirspurninni var svarað skriflega.;;
643;veiting ríkisfangs;Fyrirspurninni var svarað skriflega.;;
644;úrskurðarnefnd um upplýsingamál;Fyrirspurninni var svarað skriflega.;;
645;aðgengi fatlaðs fólks í farþegaflutningum;Fyrirspurninni hefur ekki verið svarað.;;
646;synjun Skipulagsstofnunar á tillögu sveitarstjórnar að aðalskipulagi;Fyrirspurninni var svarað skriflega.;;
647;umboðsmaður Alþingis;Bíður 1. umræðu.;;
648;veiðigjald;Samþykkt sem lög frá Alþingi.;;
649;skattleysi uppbóta á lífeyri;Samþykkt sem ályktun Alþingis.;;
650;fiskeldisfyrirtæki;Fyrirspurninni var svarað skriflega.;;
651;biðlistar á Vog;Fyrirspurninni var svarað skriflega.;;
652;atkvæðagreiðsla utan kjörfundar;Fyrirspurninni hefur ekki verið svarað.;;
653;breytingar á hjúskaparlögum;Fyrirspurninni hefur ekki verið svarað.;;
654;samningur um heilbrigðisþjónustu Sjúkrahússins á Akureyri við Grænland og Færeyjar;Fyrirspurninni var svarað skriflega.;;
655;notkun á Alþingishúsinu;Fyrirspurninni var svarað skriflega.;;
656;uppbygging almenningssamgangna;Fyrirspurninni hefur ekki verið svarað.;;
657;sérfræðiráðgjöf ríkisstjórnarinnar;Fyrirspurninni hefur ekki verið svarað.;;
658;ráðherrar og annað aðstoðarfólk;Fyrirspurninni var svarað skriflega.;;
659;stjórnsýsla dómstólanna;;;
660;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
661;frestun á fundum Alþingis;;;
662;veigamiklar ástæður;Fyrirspurninni var svarað skriflega.;;
663;kjararáð;Fyrirspurninni var svarað skriflega.;;
664;virðisaukaskattur;Fyrirspurninni hefur ekki verið svarað.;;
665;réttur barna sem aðstandendur;Bíður 1. umræðu.;;
666;framkvæmdir vegna Landspítalans við Hringbraut;Fyrirspurninni var svarað skriflega.;;
667;þyrluflug og Landspítalinn;Fyrirspurninni var svarað skriflega.;;
668;hagur barna við foreldramissi;Fyrirspurninni var svarað skriflega.;;
669;hagur barna við foreldramissi;Fyrirspurninni var svarað skriflega.;;
670;faggiltir vottunaraðilar jafnlaunakerfa;Fyrirspurninni var svarað skriflega.;;
671;DRG-kostnaðargreining á Landspítalanum;Fyrirspurninni var svarað skriflega.;;
672;uppgreiðsla lána hjá Íbúðalánasjóði;Fyrirspurninni var svarað skriflega.;;
673;veiðigjöld;Fyrirspurninni var svarað skriflega.;;
674;sala fullnustueigna Íbúðalánasjóðs;Fyrirspurninni hefur ekki verið svarað.;;
675;verkefni í tilefni af 100 ára fullveldisafmæli Íslands í þágu barna og ungmenna og rannsókna er stuðli að sjálfbærni auðlinda hafsins;Samþykkt sem ályktun Alþingis.;;
676;samstarfsverkefni Alþingis og Hins íslenska bókmenntafélags í tilefni af 100 ára fullveldisafmæli Íslands;Samþykkt sem ályktun Alþingis.;;
677;frestun á fundum Alþingis;Samþykkt sem ályktun Alþingis.;;
678;úrræði gegn einelti og áreitni í ríkisstofnunum;Fyrirspurninni hefur ekki verið svarað.;;
679;miðlun upplýsinga og vernd uppljóstrara;Fyrirspurninni hefur ekki verið svarað.;;
680;starfshópur um endurskoðun eignarhalds á bújörðum;Fyrirspurninni var svarað skriflega.;;
681;verðtryggð jafngreiðslulán;Fyrirspurninni hefur ekki verið svarað.;;
682;árangur af störfum Stjórnstöðvar ferðamála;;;
