málsnúmer;málsheiti;staða máls;heildartími;nefndir
343;skrifstofu- og stjórnunarkostnaður Spalar o.fl.;Fyrirspurninni var svarað skriflega.;;
344;virðisaukaskattur á veggjöld í Hvalfjarðargöngum;Fyrirspurninni var svarað skriflega.;;
345;Vesturlandsvegur;Fyrirspurninni var svarað skriflega.;;
346;þrír tengivegir;Fyrirspurninni var svarað skriflega.;;
347;staða, hlutverk og fjármögnun náttúrustofa og rannsóknarstarf;Fyrirspurninni var svarað skriflega.;;
348;endurbygging stofnleiða og lagning bundins slitlags á tengivegi;Fyrirspurninni var svarað skriflega.;;
349;lífeyrissjóðir;;;
350;viðbrögð við nýrri tæknibyltingu;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
351;geðheilbrigðisþjónusta barna;Fyrirspurninni var svarað skriflega.;;
352;fjárframlög til háskóla og stöðu háskóla utan Reykjavíkur;Fyrirspurninni var svarað skriflega.;;
353;Unidroit-samningurinn frá 1995;Fyrirspurninni var svarað skriflega.;;
354;óundirbúinn fyrirspurnatími;;;
355;vogunarsjóðir sem eigendur banka;;0:25:00;
356;rekstur Klíníkurinnar;;0:10:00;
357;samningur við Klíníkina;;;
358;Klíníkin og stytting biðlista;;;
359;stefna stjórnarflokkanna um einkarekstur í heilbrigðiskerfinu;;;
360;fjármálafyrirtæki;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
361;samgönguáætlun;;0:58:00;
362;ákvörðun sameiginlegu EES-nefndarinnar nr. 121/2016 um breytingu á II. viðauka og X. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
363;ákvörðun sameiginlegu EES-nefndarinnar nr. 194/2016 um breytingu á XIX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
364;ákvörðun sameiginlegu EES-nefndarinnar nr. 215/2016 um breytingu á XIII. viðauka og XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
365;óundirbúinn fyrirspurnatími;;;
366;einkavæðing Keflavíkurflugvallar;;;
367;mengun frá United Silicon;;;
368;aðgerðir í húsnæðismálum;;;
369;greiðsluþátttaka sjúklinga;;;
370;kostnaðarþátttaka sjúklinga vegna sérfræðiþjónustu;;;
371;breyting á ýmsum lögum vegna heitis Einkaleyfastofunnar;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);0:40:00;
372;þungunarrof og kynfrelsi kvenna;;1:10:00;
373;umbætur í aðbúnaði og málefnum eldri borgara;;1:51:00;
374;meðferð sakamála;Samþykkt sem lög frá Alþingi.;2:04:00;
375;sveitarstjórnarlög;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);0:16:00;
376;hollustuhættir og mengunarvarnir;Samþykkt sem lög frá Alþingi.;5:59:00;
377;erfðafjárskattur;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
378;framkvæmdaáætlun á sviði barnaverndar;Samþykkt sem ályktun Alþingis.;2:50:00;
379;starfshópur um útgáfu öruggra opinberra skilríkja;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
380;greining á þensluáhrifum fjárfestinga og framkvæmda;Fyrirspurninni var svarað munnlega.;;
381;greining á áhættu og öryggismálum í ferðamennsku og ferðaþjónustu;Fyrirspurninni var svarað skriflega.;;
382;brottfall nemenda af erlendum uppruna úr framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
383;samningaviðræður við Evrópusambandið;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
384;sameining Útlendingastofnunar og Þjóðskrár Íslands;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
385;skattar, tollar og gjöld;Samþykkt sem lög frá Alþingi.;3:38:00;
386;skortsala og skuldatryggingar;Samþykkt sem lög frá Alþingi.;0:37:00;
387;brottfall laga um Lífeyrissjóð hjúkrunarfræðinga og niðurlagning Eftirlaunasjóðs starfsmanna Útvegsbanka Íslands;Samþykkt sem lög frá Alþingi.;0:12:00;
388;gengisþróun og afkoma útflutningsgreina;;;
389;landmælingar og grunnkortagerð;Samþykkt sem lög frá Alþingi.;3:23:00;
390;eignarhald fjármálafyrirtækja;Fyrirspurninni var svarað skriflega.;;
391;stimpilgjald;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
392;Lánasjóður íslenskra námsmanna;Samþykkt sem lög frá Alþingi.;1:16:00;
393;útlendingar;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
394;aðgerðir gegn kennaraskorti;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
395;skólavist í framhaldsskólum;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
396;skatttekjur, skattrannsóknir og skatteftirlit;;;
397;réttur barna til að vita um uppruna sinn;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
398;óundirbúinn fyrirspurnatími;;;
399;frekari rannsókn á einkavæðingu ríkisbankanna;;;
400;upplýsingar um eigendur fjármálafyrirtækja;;0:27:00;
401;Fjármálaeftirlitið og upplýsingar um kaupendur banka;;1:56:00;
402;trúnaðarskylda fyrrverandi ráðgjafa um losun gjaldeyrishafta;;3 days, 1:25:00;
403;rannsókn á sölu ríkisbankanna;;;
404;heildarúttekt á starfsemi lífeyrissjóðakerfisins og endurskipulagning þess;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
405;vegabréf;Samþykkt sem lög frá Alþingi.;1:20:00;
406;landgræðsla;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);0:01:00;
407;óundirbúinn fyrirspurnatími;;0:01:00;
408;orð ráðherra um peningamálastefnu;;0:01:00;
409;áform um sölu á eignarhlut ríkisins í bönkunum;;;
410;mismunandi áherslur í ríkisstjórn;;;
411;peningamálastefna;;3:05:00;
412;peningamál og sala Arion banka;;2:00:00;
413;landhelgi, efnahagslögsaga og landgrunn;Samþykkt sem lög frá Alþingi.;0:25:00;
414;mótun eigendastefnu ríkisins fyrir bújarðir;Ekki útrætt á 146. þingi. (Var í nefnd eftir fyrri umræðu.);;
415;heimspeki sem skyldufag í grunn- og framhaldsskólum;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
416;Lánasjóður íslenskra námsmanna;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);;
417;fæðingar- og foreldraorlof;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
418;stjórn fiskveiða;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
419;almenn hegningarlög;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);;
420;þolmörk í ferðaþjónustu;;;
421;samþætting verknáms á grunnskóla- og framhaldsskólastigi;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
422;almenn hegningarlög;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
423;grunnskólar;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
424;þjóðaratkvæðagreiðsla um framtíð Reykjavíkurflugvallar;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
425;endurskoðun lögræðislaga;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
426;barnaverndarlög;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);;
427;lausn á undanskotum frá gjaldþrota fyrirtækjum;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
428;stofnun embættis tæknistjóra ríkisins;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
429;nýting forkaupsréttar ríkisins að hlutabréfum í Arion banka;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
430;samstarf Íslands og Bretlands samhliða úrsagnarferli Bretlands úr Evrópusambandinu;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
431;tóbaksvarnir;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);0:44:00;
432;óundirbúinn fyrirspurnatími;;5:51:00;
433;framtíðarsýn í menntamálum;;3:21:00;
434;fjárframlög til Matvælastofnunar og eftirlitshlutverk;;3:43:00;
435;sala Seðlabankans á hlut sínum í Kaupþingi;;1:35:00;
436;framlög í fjármálaáætlun og kosningaloforð;;0:34:00;
437;framlög til nýsköpunar;;7:43:00;
438;þjónusta við fatlað fólk með miklar stuðningsþarfir;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);3:50:00;
439;félagsþjónusta sveitarfélaga;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);6:28:00;
440;húsnæðissamvinnufélög;Ekki útrætt á 146. þingi. Beið 2. umræðu;0:22:00;
441;sjóvarnir;Fyrirspurninni var svarað skriflega.;;
442;sjávarflóð og sjávarrof;Fyrirspurninni var svarað skriflega.;;
443;rýmkun reglna um hollustuhætti og matvæli;Fyrirspurninni var svarað munnlega.;;
444;skráning og vernd menningarminja á ströndum landsins;Fyrirspurninni var svarað skriflega.;;
445;myglusveppir og tjón af völdum þeirra;Fyrirspurninni var svarað skriflega.;;
446;fjárfestingarstefna lífeyrissjóða;Fyrirspurninni var svarað munnlega.;;
447;upprunaábyrgð raforku;Fyrirspurninni var svarað skriflega.;;
448;eignir og tekjur landsmanna árið 2016;Fyrirspurninni var svarað skriflega.;;
449;Sundabraut;Fyrirspurninni var svarað skriflega.;;
450;ávinningur af styttingu framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
451;óundirbúinn fyrirspurnatími;;;
452;stefna í heilbrigðismálum;;;
453;stytting atvinnuleysisbótatímabilsins;;;
454;fjármálaráð og fjármálaáætlun;;;
455;húsnæðismál;;;
456;gagnsæi fjármálaáætlunar;;;
457;réttindi og skyldur erlendra fyrirtækja o.fl.;Ekki útrætt á 146. þingi. (Var í nefnd eftir 1. umræðu.);0:53:00;
458;kennaraskortur í samfélaginu;;;
459;húsnæðismál;;;
460;gögn um útgjöld til heilbrigðismála á Norðurlöndum;Fyrirspurninni var svarað skriflega.;;
461;rannsóknarnefnd almannavarna;Fyrirspurninni var svarað skriflega.;;
462;löggjöf gegn umsáturseinelti;Fyrirspurninni var svarað munnlega.;;
463;greiðslur vegna fæðinga;Fyrirspurninni var svarað skriflega.;;
464;virðisaukaskattsskyld velta hótela og gistiheimila;Fyrirspurninni var svarað skriflega.;;
465;ársreikningar;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
466;gögn um útgjöld til heilbrigðismála á Norðurlöndum;Fyrirspurninni var svarað skriflega.;;
467;lífeyrissjóðir;Fyrirspurninni var svarað skriflega.;;
468;leit að týndum börnum;Fyrirspurninni var svarað munnlega.;;
469;fóstur og fósturbörn;Fyrirspurninni var svarað munnlega.;;
470;ofbeldi gegn fötluðum börnum;Fyrirspurninni var svarað munnlega.;;
471;kynsjúkdómar;Fyrirspurninni var svarað munnlega.;;
472;kaup á nýjum krabbameinslyfjum;Fyrirspurninni var svarað munnlega.;;
473;bifreiðakaup ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
474;norræna ráðherranefndin 2016;;;
475;diplómanám þroskahamlaðra í myndlist o.fl.;Fyrirspurninni var svarað munnlega.;;
476;ábúð á jörðum í eigu ríkisins;Fyrirspurninni var svarað skriflega.;;
477;eignasafn lífeyrissjóðanna;Fyrirspurninni var svarað skriflega.;;
478;óundirbúinn fyrirspurnatími;;;
479;Klíníkin og áherslumál Bjartrar framtíðar;;;
480;ívilnanir til United Silicon;;;
481;frumvarp um samninga um heilbrigðisþjónustu;;0:55:00;
482;nám í myndlist fyrir fólk með þroskahömlun;;;
483;framlög til þróunarmála;;;
484;talningar á ferðamönnum;Fyrirspurninni var svarað skriflega.;;
485;landvarsla;Fyrirspurninni var svarað skriflega.;;
486;innflutningur á kjöti frá Grænlandi;Fyrirspurninni var svarað skriflega.;;
487;flutningur námsbókalagers Menntamálastofnunar til A4;Fyrirspurninni var svarað skriflega.;;
488;upplýsingagjöf til almennings og fjölmiðla;Fyrirspurninni var ekki svarað.;;
489;framkvæmd samgönguáætlunar 2015;;;
490;óundirbúinn fyrirspurnatími;;;
491;arðgeiðslur í heilbrigðisþjónustu;;;
492;stefna í vímuefnamálum;;;
493;uppbygging löggæslu;;;
494;viðbótarkvóti á markað;;;
495;ívilnanir til nýfjárfestinga;;;
496;bifreiðakaup ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
497;tölvukerfi stjórnvalda;;;
498;bifreiðakaup ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
499;bifreiðakaup ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
500;heimagisting;Fyrirspurninni var svarað munnlega.;;
501;þróun Gini-stuðulsins;Fyrirspurninni var svarað skriflega.;;
502;lyfjaneysla Íslendinga;;;
503;greiðsluþátttaka sjúklinga;;;
504;áform um sameiningar framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
505;meðferð krónueigna sem háðar eru sérstökum takmörkunum;Samþykkt sem lög frá Alþingi.;1:12:00;
506;þjóðgarðurinn á Þingvöllum og Vatnajökulsþjóðgarður;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
507;útboðsskylda á opinberri þjónustu;Fyrirspurninni var svarað skriflega.;;
508;aðkoma Stjórnstöðvar ferðamála að ákvörðun um virðisaukaskattsbreytingu;Fyrirspurninni var svarað munnlega.;;
509;óundirbúinn fyrirspurnatími;;;
510;fjárveitingar til sjúkrahúsþjónustu;;;
511;málefni Hugarafls;;;
512;nefnd um endurskoðun búvörusamninga;;;
513;ójöfnuður í samfélaginu;;;
514;varaformennska utanríkisráðherra í samtökum hægri flokka;;;
515;samningar ráðuneytisins og undirstofnana þess við sveitarfélög;Fyrirspurninni var svarað skriflega.;;
516;samningar atvinnuvega- og nýsköpunarráðuneytisins og undirstofnana þess við sveitarfélög;Fyrirspurninni var svarað skriflega.;;
517;samningar atvinnuvega- og nýsköpunarráðuneytisins og undirstofnana þess við sveitarfélög;Fyrirspurninni var svarað skriflega.;;
518;samningar velferðarráðuneytisins og undirstofnana þess við sveitarfélög;Fyrirspurninni var svarað skriflega.;;
519;samningar velferðarráðuneytisins og undirstofnana þess við sveitarfélög;Fyrirspurninni var svarað skriflega.;;
520;framhaldsskólar;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
521;óundirbúinn fyrirspurnatími;;;
522;sameining Tækniskólans og FÁ;;;
523;fjármálaáætlun og nýting skattfjár;;2:17:00;
524;auknar álögur á ferðaþjónustu;;1:15:00;
525;framlög til framhaldsskólanna;;;
526;samkomulag ríkis og sveitarfélaga um lífeyrismál;;;
527;breytingar á EES-samningnum;Fyrirspurninni var svarað skriflega.;;
528;innviðauppbygging á landsbyggðinni;;;
529;málefni framhaldsskólanna;;;
530;einkavæðing Vélskólans;Fyrirspurninni var svarað skriflega.;;
531;einkavæðing Stýrimannaskólans;Fyrirspurninni var svarað skriflega.;;
532;einkavæðing Fjölbrautaskólans við Ármúla;Fyrirspurninni var svarað skriflega.;;
533;einkavæðing þeirra skóla sem nú tilheyra Tækniskólanum;Fyrirspurninni var svarað skriflega.;;
534;staða viðræðna um TiSA-samninginn;Fyrirspurninni var svarað skriflega.;;
535;mótmæli gegn ofsóknum í garð samkynhneigðra í Tsjetsjeníu;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
536;auðlindir og auðlindagjöld;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
537;óundirbúinn fyrirspurnatími;;;
538;stytting biðlista;;;
539;skipan dómara í Landsrétt;;;
540;nefnd um gjaldtöku í sjávarútvegi;;;
541;kaup vogunarsjóðs á hlut í Arion banka;;;
542;frumvarp um tóbaksvarnir og rafrettur;;;
543;greining á tækniþróun;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
544;Landhelgisgæslan og endurnýjun þyrluflotans;;0:05:00;
545;salan á Vífilsstaðalandi;;;
546;liðskiptaaðgerðir erlendis;Fyrirspurninni var svarað skriflega.;;
547;hollustuhættir og mengunarvarnir o.fl.;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
548;lækkun byggingarkostnaðar;Fyrirspurninni var svarað skriflega.;;
549;sala fasteigna Íbúðalánasjóðs;Fyrirspurninni var svarað skriflega.;;
550;rannsóknir á vændiskaupum;Fyrirspurninni var svarað skriflega.;;
551;eignasafn Seðlabanka Íslands;Fyrirspurninni var svarað skriflega.;;
552;undirfjármögnun háskólastigsins;Fyrirspurninni var svarað skriflega.;;
553;aðgerðir gegn fátækt;;1:01:00;
554;málefni hinsegin fólks;Fyrirspurninni var svarað skriflega.;;
555;móttökumiðstöð fyrir umsækjendur um alþjóðlega vernd;Fyrirspurninni var svarað skriflega.;;
556;íbúðarhúsnæði fyrir umsækjendur um alþjóðlega vernd;Fyrirspurninni var svarað skriflega.;;
557;Brexit og áhrifin á Ísland;;;
558;samskipti og verðmat við sölu á landi Vífilsstaða;Fyrirspurninni var svarað skriflega.;;
559;kostnaður vegna fyrirhugaðra framkvæmda við Vestfjarðaveg;Fyrirspurninni var svarað skriflega.;;
560;aðgerðir fyrir framkvæmdir við Vestfjarðaveg;Fyrirspurninni var svarað skriflega.;;
561;biðlistar eftir aðgerð;Fyrirspurninni var svarað skriflega.;;
562;sala á landi Vífilsstaða;Fyrirspurninni var svarað skriflega.;;
563;tekjur og gjöld ráðuneytisins og undirstofnana þess;Fyrirspurninni var svarað skriflega.;;
564;óundirbúinn fyrirspurnatími;;;
565;málefni framhaldsskólanna;;;
566;United Silicon;;;
567;auknar álögur á ferðaþjónustu;;;
568;tekjuhlið fjármálaáætlunar;;;
569;sjálfbær ferðaþjónusta og komugjöld;;;
570;tekjur og gjöld ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
571;tekjur og gjöld ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
572;tekjur og gjöld stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
573;tekjur og gjöld stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
574;kjararáð;Samþykkt sem lög frá Alþingi.;;
575;náttúrugjöld;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
576;tekjur og gjöld Alþingis og undirstofnana þess;Fyrirspurninni var ekki svarað.;;
577;verknámsbrautir;Fyrirspurninni var svarað skriflega.;;
578;náttúrustofur;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
579;fjarnám á háskólastigi;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
580;fjarmenntaskólinn og námsbrautarlýsingar;Fyrirspurninni var svarað skriflega.;;
581;lýðháskólar;Fyrirspurninni var svarað skriflega.;;
582;menntun innflytjenda;Fyrirspurninni var svarað skriflega.;;
583;lífeyrisskuldbindingar heilbrigðisstofnana á landsbyggðinni;Fyrirspurninni var ekki svarað.;;
584;lýðheilsuskattur;Ekki útrætt á 146. þingi. (Beið fyrri umræðu.);;
585;nýting og ráðstöfun ríkisjarða;Fyrirspurninni var ekki svarað.;;
586;lagning háspennulínu á vatnsverndarsvæðum höfuðborgarsvæðisins;Fyrirspurninni var svarað skriflega.;;
587;lyfið Spinraza;Fyrirspurninni var svarað skriflega.;;
588;viðbótarkostnaður vegna breytinga á almannatryggingum;Fyrirspurninni var svarað skriflega.;;
589;óundirbúinn fyrirspurnatími;;;
590;staðan í gjaldmiðilsmálum;;;
591;fjármálaáætlun;;;
592;styrking krónunnar og aðgerðir Seðlabanka;;;
593;brot ráðherra gegn jafnréttislögum;;;
594;mannréttindi og NPA-þjónusta;;;
595;dómsmál Lánasjóðs íslenskra námsmanna;Fyrirspurninni var svarað skriflega.;;
596;nýtingarréttur vatnsauðlinda á ríkisjörðum;Fyrirspurninni var svarað skriflega.;;
597;kynjamismunun;Fyrirspurninni var svarað skriflega.;;
598;hæfisbundin leiðsaga;Fyrirspurninni var svarað skriflega.;;
599;innheimtuþjónusta Lánasjóðs íslenskra námsmanna;Fyrirspurninni var svarað skriflega.;;
600;starfsemi erlendra fólksflutningafyrirtækja;Fyrirspurninni var svarað skriflega.;;
601;biðtími eftir mjaðma- og hnjáliðaskiptum;Fyrirspurninni var svarað skriflega.;;
602;vinnuferli svars við fyrirspurn;Fyrirspurninni var svarað skriflega.;;
603;friðlýsing á vatnasviði Svartár og Suðurár í Bárðardal;Fyrirspurninni var svarað skriflega.;;
604;fráveitumál í Mývatnssveit og á friðlýstum svæðum;Fyrirspurninni var svarað skriflega.;;
605;raforkuflutningur í dreifðum byggðum;Fyrirspurninni var ekki svarað.;;
606;ættleiðingar;Ekki útrætt á 146. þingi. (Beið 1. umræðu.);;
607;fjöldi öryrkja og endurmat örorku;Fyrirspurninni var svarað skriflega.;;
608;þátttaka Íslands í framkvæmd Evrópuáætlunar um leiðsögu um gervihnött;Fyrirspurninni var ekki svarað.;;
609;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
610;leiðsögumenn;Fyrirspurninni var svarað skriflega.;;
611;réttaráhrif laga nr. 124/2016, um breytingu á lögum um útlendinga, nr. 80/2016;Fyrirspurninni var svarað skriflega.;;
612;stjórn fiskveiða;Samþykkt sem lög frá Alþingi.;;
613;tillaga um skipan dómara í Landsrétt;Fyrirspurninni var svarað skriflega.;;
614;tekjur og gjöld Alþingis;Fyrirspurninni var svarað skriflega.;;
615;ábúð á jörðum í eigu ríkisins;Fyrirspurninni var ekki svarað.;;
616;kaup erlendra aðila á jörðum;Fyrirspurninni var svarað skriflega.;;
617;landsmarkmið við losun gróðurhúsalofttegunda o.fl.;Fyrirspurninni var svarað skriflega.;;
618;gerðir teknar upp í EES-samninginn;Fyrirspurninni var ekki svarað.;;
619;starfsfólk í utanríkisþjónustunni;Fyrirspurninni var ekki svarað.;;
620;samningar Íslands sem EES-ríkis;Fyrirspurninni var ekki svarað.;;
621;dvöl á geðdeild og bið eftir búsetuúrræðum;Fyrirspurninni var svarað skriflega.;;
622;tillögur dómsmálaráðherra um skipun dómara við Landsrétt;;;
623;mannanöfn;Fyrirspurninni var svarað skriflega.;;
624;blóðgjöf samkynhneigðra karlmanna;Fyrirspurninni var svarað skriflega.;;
625;reglur um öryggi á flugvöllum o.fl.;Fyrirspurninni var svarað skriflega.;;
626;blandaðar bardagaíþróttir;Fyrirspurninni var svarað skriflega.;;
627;þinglýsingar;Fyrirspurninni var svarað skriflega.;;
633;óundirbúinn fyrirspurnatími;;;
634;sala á Flugstöð Leifs Eiríkssonar;;;
635;skipun dómara í Landsrétt;;;
636;styrking krónunnar og myntráð;;;
637;styrking krónunnar og rekstrarumhverfi fyrirtækja;;;
638;málefni fylgdarlausra barna;;;
