málsnúmer;málsheiti;staða máls;heildartími;nefndir
347;aðgengi að hverasvæðinu við Geysi;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
348;uppbygging Náttúrugripasafns Íslands á Selfossi;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
349;málshöfðun og skaðabótakrafa á hendur breska ríkinu, NATO og ESB;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
350;hafnalög;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
351;gerð lista- og náttúrugarðs fyrir blinda og aðra skynhefta;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
352;fornleifarannsóknir í Árnesi og við fossinn Búða, norðan Þjórsár;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
353;umferðarlög;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
354;Íslandssögukennsla í framhaldsskólum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
355;prófessorsembætti kennt við Jónas Hallgrímsson;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
356;óundirbúinn fyrirspurnatími;;;
357;uppbygging iðnaðar við Húsavík;;;
358;álkaplaverksmiðja á Seyðisfirði;;;
359;undirbúningur olíuleitar;;;
360;lögmæti verðtryggingar;;;
361;breyting á lögum um stjórn fiskveiða;;;
362;ráðherraábyrgð;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
363;eftirlit með fóðri, áburði og sáðvöru;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
364;réttindi og skyldur starfsmanna ríkisins;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
365;skipun nefndar til að endurskoða vörugjalda- og tollalöggjöf;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
366;gildissvið stjórnsýslulaga;Fyrirspurninni var svarað skriflega.;;
367;gildissvið upplýsingalaga;Fyrirspurninni var svarað skriflega.;;
368;álver Alcoa í Reyðarfirði;Fyrirspurninni var svarað skriflega.;;
369;ný skipan húsnæðismála;Fyrirspurninni var svarað skriflega.;;
370;innanlandsflug;Fyrirspurninni var svarað munnlega.;;
371;verð og álagning á efni til raforkuflutnings;Fyrirspurninni var svarað skriflega.;;
372;jöfn staða og jafn réttur kvenna og karla;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
373;réttarstaða starfsmanna sendiráða;Fyrirspurninni var svarað skriflega.;;
374;rækjuvinnslur og meðhöndlun úrgangs;Fyrirspurninni var svarað skriflega.;;
375;forvarnastarf vegna krabbameins í blöðruhálskirtli;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
376;atvinnuleysisbætur og atvinnuleitendur;Fyrirspurninni var svarað skriflega.;;
377;kostnaður við lögfestingu samnings um réttindi fatlaðs fólks;Fyrirspurninni var svarað skriflega.;;
378;óundirbúinn fyrirspurnatími;;;
379;embætti umboðsmanns eldri borgara;Fyrirspurninni var svarað skriflega.;;
380;kjör eldri borgara á hjúkrunar- og dvalarheimilum;Fyrirspurninni var svarað skriflega.;;
381;uppsagnir hjúkrunarfræðinga;;;
382;viðbrögð ríkisstjórnarinnar við uppsögnum hjúkrunarfræðinga;;;
383;uppsagnir í sjávarútvegi;;;
384;áhrif hækkana í fjárlögum á skuldir heimilanna;;;
385;innflutningur á lambakjöti frá Nýja-Sjálandi;Fyrirspurninni var svarað skriflega.;;
386;eignarhald bújarða;Fyrirspurninni var svarað skriflega.;;
387;réttindi og skyldur starfsmanna ríkisins;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
388;málefni Íbúðalánasjóðs;;;
389;stærstu eigendur Íslandsbanka og Arion banka;Fyrirspurninni var svarað skriflega.;;
390;óundirbúinn fyrirspurnartími;;;
391;bætt hljóðvist í kennsluhúsnæði;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
392;varðveisla og viðhald gamalla skipa og báta;Ekki útrætt á 141. þingi. (Var í nefnd eftir fyrri umræðu.);;
393;mótun framleiðslustefnu í lífrænum landbúnaði;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
394;fjármálafyrirtæki;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
395;framferði kínverskra yfirvalda gagnvart tíbesku þjóðinni;Ekki útrætt á 141. þingi. (Var í nefnd eftir fyrri umræðu.);;
396;makríldeilan;;;
397;staða ríkisfjármála;;;
398;ný byggingarreglugerð;;;
399;bætur til kartöflubænda í Þykkvabæ;;;
400;lög um framhaldsskóla;;;
401;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
402;útgjaldasparnaður í almannatryggingakerfinu;Fyrirspurninni var svarað skriflega.;;
403;námskeið um samband Íslands og Evrópu;Fyrirspurninni var svarað skriflega.;;
404;embættismannakvóti Evrópusambandsins;Fyrirspurninni var svarað skriflega.;;
405;kostnaður við málaferli seðlabankastjóra;Fyrirspurninni var svarað skriflega.;;
406;víkjandi lán til banka við endurreisn bankakerfisins;Fyrirspurninni var svarað skriflega.;;
407;fyrirhuguð uppbygging Landspítala;Fyrirspurninni var svarað skriflega.;;
408;óverðtryggð lán hjá Íbúðalánasjóði;Fyrirspurninni var svarað skriflega.;;
409;umferð og framkvæmdir á höfuðborgarsvæðinu;Fyrirspurninni var svarað skriflega.;;
410;Reykjanesbraut;Fyrirspurninni var svarað skriflega.;;
411;Vaðlaheiðargöng;Fyrirspurninni var svarað skriflega.;;
412;staða löggæslumála;Fyrirspurninni var svarað skriflega.;;
413;tekjutap ríkisins vegna samdráttar á virðisaukaskatti af innlendum vörum og þjónustu;;;
414;tímabundnar endurgreiðslur vegna tónlistarupptöku á Íslandi;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
415;stjórnarskipunarlög;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
416;rannsóknarnefndir;Samþykkt sem lög frá Alþingi.;;
417;skiptaverðmæti og greiðslumiðlun innan sjávarútvegsins;Samþykkt sem lög frá Alþingi.;;
418;stjórnarskipunarlög;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
419;neysluviðmið;Fyrirspurninni var svarað skriflega.;;
420;almenn hegningarlög;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
421;landslénið .is;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
422;opinber innkaup og Ríkiskaup;Fyrirspurninni var svarað skriflega.;;
423;skattumhverfi lífdísils og annarra grænna orkugjafa;Fyrirspurninni var svarað skriflega.;;
424;makrílkvóti;Fyrirspurninni var svarað skriflega.;;
425;óundirbúinn fyrirspurnatími;;;
426;samskipti ríkisstjórnar og aðila vinnumarkaðarins;;;
427;ummæli ASÍ og vinnuveitenda;;;
428;beiðni nefndarmanna um gögn um fjárlög;;;
429;húsnæðismál á Austurlandi;;;
430;ummæli ráðherra um makríldeiluna;;;
431;kostnaður við breytingar á tölvukerfum á sviði virðisaukaskatts vegna aðildarviðræðna við ESB;Fyrirspurninni var svarað skriflega.;;
432;kostnaður við breytingar á tölvukerfum á sviði vörugjalda vegna aðildarviðræðna við ESB;Fyrirspurninni var svarað skriflega.;;
433;kostnaður við breytingar á tölvukerfum á sviði beinna skatta vegna aðildarviðræðna við ESB;Fyrirspurninni var svarað skriflega.;;
434;kostnaður við breytingar á tölvukerfum á sviði tolla vegna aðildarviðræðna við ESB;Fyrirspurninni var svarað skriflega.;;
435;dótturfélög Seðlabanka Íslands;Fyrirspurninni var svarað skriflega.;;
436;lánasöfn í eigu Seðlabanka Íslands og dótturfélaga;Fyrirspurninni var svarað skriflega.;;
437;neytendalán í eigu Seðlabanka Íslands og dótturfélaga;Fyrirspurninni var svarað skriflega.;;
438;innheimtur og fullnustugerðir vegna neytendalána í eigu Seðlabanka Íslands og dótturfélaga;Fyrirspurninni var svarað skriflega.;;
439;ökutækjatryggingar;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
440;óundirbúinn fyrirspurnatími;;;
441;starfsleyfi sorpbrennslu á Kirkjubæjarklaustri;;;
442;fjárveiting til löggæslumála;;;
443;aðildarumsókn Íslands að ESB;;;
444;verkefni norðurslóða;;;
445;mat á virkjunum í Þjórsá;;;
446;alþjóðleg þróunarsamvinna Íslands;Samþykkt sem lög frá Alþingi.;;
447;stjórn fiskveiða;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
448;búnaðarlög og framleiðsla, verðlagning og sala á búvörum;Samþykkt sem lög frá Alþingi.;;
449;sveitarstjórnarlög;Samþykkt sem lög frá Alþingi.;;
450;þjónusta Heilbrigðisstofnunarinnar Vestmannaeyjum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
451;orlof húsmæðra;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
452;heildrænar meðferðir græðara;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
453;miðlun upplýsinga og vernd uppljóstrara;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
454;almannatryggingar;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
455;kennsla og stuðningur framhaldsskóla við nemendur með sérþarfir;Fyrirspurninni var svarað skriflega.;;
456;greiðsla kostnaðar við opinbert eftirlit með fjármálastarfsemi;Samþykkt sem lög frá Alþingi.;;
457;sala fasteigna og skipa;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
458;framkvæmdaáætlun í barnavernd til 2014;Samþykkt sem ályktun Alþingis.;;
459;svæðisbundin flutningsjöfnun;Samþykkt sem lög frá Alþingi.;;
460;lyfjalög;Samþykkt sem lög frá Alþingi.;;
461;vextir og verðtrygging og fjármálafyrirtæki;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
462;afnám einkaréttar á póstþjónustu;Fyrirspurninni var svarað skriflega.;;
463;byggingarreglugerð;Fyrirspurninni var svarað skriflega.;;
464;Þjóðhagsstofa;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
465;ákvörðun EES-nefndarinnar nr. 200/2012 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
466;ferjusiglingar yfir Arnarfjörð;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
467;framkvæmdir við Hornafjarðarfljót samkvæmt samgönguáætlun;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
468;ráðstafanir í ríkisfjármálum;Samþykkt sem lög frá Alþingi.;;
469;skyldutrygging lífeyrisréttinda;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
470;velferðarstefna -- heilbrigðisáætlun til ársins 2020;Ekki útrætt á 141. þingi. (Var í nefnd eftir fyrri umræðu.);;
471;endurbætur björgunarskipa;Samþykkt sem ályktun Alþingis.;;
472;lýðræðisleg fyrirtæki;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
473;óundirbúinn fyrirspurnatími;;;
474;vönduð lagasetning o.fl.;;;
475;dómstólar;Samþykkt sem lög frá Alþingi.;;
476;barnalög;Samþykkt sem lög frá Alþingi.;;
477;happdrætti;Ekki útrætt á 141. þingi. Beið 2. umræðu;;
478;almenn hegningarlög;Samþykkt sem lög frá Alþingi.;;
479;afnám gjaldeyrishafta;;;
480;staða þjóðarbúsins;;;
481;tillaga um frestun viðræðna við ESB;;;
482;ýsugengd við Norðvesturland;;;
483;hagvöxtur;;;
484;námsgögn og starfsnám nemenda á starfsbrautum fyrir fatlaða í framhaldsskólum;Fyrirspurninni var svarað skriflega.;;
485;brottfall laga um opinberar eftirlitsreglur;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
486;undirbúningur lagasetningar;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
487;netverk náttúruminjasafna;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
488;umgengni um nytjastofna sjávar;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
489;vátryggingastarfsemi og miðlun vátrygginga;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
490;fjölmiðlar;Samþykkt sem lög frá Alþingi.;;
491;framleiðsla, verðlagning og sala á búvörum;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
492;breyting á vísitölutengingu húsnæðislána;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
493;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
494;sjúkratryggingar o.fl.;Samþykkt sem lög frá Alþingi.;;
495;almannatryggingar;Samþykkt sem lög frá Alþingi.;;
496;fæðingar- og foreldraorlof;Samþykkt sem lög frá Alþingi.;;
497;sjúkraskrár;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
498;greiðsla kostnaðar við rekstur umboðsmanns skuldara;Samþykkt sem lög frá Alþingi.;;
499;tóbaksvarnir og verslun með áfengi og tóbak;Ekki útrætt á 141. þingi. Beið 2. umræðu;;
500;Íslandsstofa;Samþykkt sem lög frá Alþingi.;;
501;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;;
502;ívilnanir vegna nýfjárfestinga á Íslandi;Samþykkt sem lög frá Alþingi.;;
503;endurskoðendur;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
504;verðbréfaviðskipti;Samþykkt sem lög frá Alþingi.;;
505;skýrsla Ríkisendurskoðunar um endurskoðun ríkisreiknings 2010;;;
506;óundirbúinn fyrirspurnatími;;;
507;uppgreiðslur ólögmætra gengistryggðra lána;Fyrirspurninni var svarað skriflega.;;
508;stofnun millidómstigs í einkamálum og sakamálum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
509;þriðja stjórnsýslustigið með svæðisþingum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
510;stofnun þjóðhagsstofnunar;Fyrirspurninni var svarað munnlega.;;
511;endurskoðun laga um rannsóknir og nýtingu á auðlindum í jörðu;Fyrirspurninni var svarað skriflega.;;
512;tekjustofnar sveitarfélaga;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
513;atvinnuleysistryggingar;Samþykkt sem lög frá Alþingi.;;
514;IPA-styrkir;Fyrirspurninni var svarað skriflega.;;
515;sveitarstjórnarlög;Samþykkt sem lög frá Alþingi.;;
516;skipulagslög;Samþykkt sem lög frá Alþingi.;;
517;hleranir frá ársbyrjun 2008;Fyrirspurninni var svarað skriflega.;;
518;framgangur ESB-viðræðna;;;
519;stefna ríkisstjórnarinnar í ESB-viðræðunum;;;
520;olíuleit á Drekasvæðinu;;;
521;stefna ríkisstjórnarinnar í ESB-viðræðunum;;;
522;viðbrögð lögreglu við ásökunum um barnaníð;;;
523;upptaka Tobin-skatts;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
524;aukin almenn notkun á þjóðfána Íslendinga;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
525;auðlegðarskattur;Fyrirspurninni var svarað skriflega.;;
526;lyf við ADHD;Fyrirspurninni var svarað skriflega.;;
527;ákvörðun ríkisstjórnarinnar um að hægt verði á viðræðum við ESB;;;
528;frestun á fundum Alþingis;;;
529;skýrsla umboðsmanns Alþingis fyrir árið 2011;;;
530;Fulbright-styrkur á sviði norðurskautsfræða;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
531;úthlutun aflamarks í ýsu á þessu fiskveiðiári;;;
532;afrétturinn Emstrur;Fyrirspurninni var svarað skriflega.;;
533;Evrópska stöðugleikakerfið;Fyrirspurninni var svarað skriflega.;;
534;staða aðalvarðstjóra á Höfn;Fyrirspurninni var svarað munnlega.;;
535;tekjur sveitarfélaga úr Jöfnunarsjóði sveitarfélaga;Fyrirspurninni var svarað skriflega.;;
536;óundirbúinn fyrirspurnatími;;;
537;framvinda ESB-viðræðna;;;
538;samstarf innan ríkisstjórnarinnar;;;
539;endurskoðun stjórnarskrárinnar;;;
540;afstaða stjórnarþingmanna til ESB;;;
541;leyfi til olíuleitar og vinnslu;;;
542;virðisaukaskattur;Samþykkt sem lög frá Alþingi.;;
543;byggingarvörur;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
544;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
545;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
546;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
547;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
548;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
549;óundirbúinn fyrirspurnatími;;;
550;nefndir, ráð, verkefnisstjórnir og starfshópar;Fyrirspurninni var svarað skriflega.;;
551;fjárfestingar í atvinnulífinu;;;
552;viðbrögð ráðherra við ummælum forstjóra Útlendingastofnunar;;;
553;aðgengi fatlaðra að náttúru Íslands;;;
554;afnám verðtryggingar;;;
555;opinber störf á landsbyggðinni;;;
556;verktakasamningar;Fyrirspurninni var svarað skriflega.;;
557;verktakasamningar;Fyrirspurninni var svarað skriflega.;;
558;verktakasamningar;Fyrirspurninni var svarað skriflega.;;
559;verktakasamningar;Fyrirspurninni var svarað skriflega.;;
560;fjárhagsstaða íslenskra heimila;;;
561;raforku-, fjarskipta- og samgöngumál Vestfirðinga;;;
562;fullgilding Íslands á samningi Evrópuráðsins um baráttu gegn ofbeldi gegn konum;Fyrirspurninni var svarað skriflega.;;
563;óundirbúinn fyrirspurnatími;;;
564;þróun launakjara kvenna hjá hinu opinbera;;;
565;ákvörðun EES-nefndarinnar nr. 217/2012 um breytingu á II. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
566;ákvörðun EES-nefndarinnar nr. 229/2012 um breytingu á XIX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
567;100 ára afmæli kosningarréttar íslenskra kvenna 19. júní 2015;Samþykkt sem ályktun Alþingis.;;
568;staða aðildarviðræðna við ESB;;;
569;orð forseta Íslands um framgöngu Breta og hryðjuverkalögin;;;
570;framhald stjórnarskrármálsins;;;
571;kjaramál hjúkrunarfræðinga;;;
572;samkomulag við kröfuhafa Landsbankans;;;
573;ÖSE-þingið 2012;;;
574;niðurgreiðslur húshitunarkostnaðar;Samþykkt sem lög frá Alþingi.;;
575;fjögurra ára samgönguáætlun fyrir árin 2013--2016;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
576;Alþjóðaþingmannasambandið 2012;;;
577;hafnalög;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
578;norrænt samstarf 2012;;;
579;Fríverslunarsamtök Evrópu og Evrópska efnahagssvæðið 2012;;;
580;óundirbúinn fyrirspurnatími;;;
581;fyrsti Icesave-samningurinn;;;
582;rannsókn á Icesave-samningaferlinu;;;
583;skipting makrílkvótans;;;
584;breyting á lögum um stjórn fiskveiða;;;
585;NATO-þingið 2012;;;
586;norðurskautsmál 2012;;;
587;hælisleitendur;Fyrirspurninni var svarað skriflega.;;
588;sértæk þjálfun, hæfing og lífsgæði einstaklinga með fjölþættar skerðingar;Fyrirspurninni var svarað munnlega.;;
589;samkomulag þjóðkirkjunnar og ríkisins um kirkjujarðir og launagreiðslur;Fyrirspurninni var svarað skriflega.;;
590;sóknargjöld;Fyrirspurninni var ekki svarað.;;
591;kirkjujarðir o.fl.;Fyrirspurninni var ekki svarað.;;
592;skattaívilnanir í þágu tilgreindra félagasamtaka;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
593;utanríkis- og alþjóðamál;;;
594;snjóflóðavarnir á Kirkjubóls- og Súðavíkurhlíð og jarðgöng milli Álftafjarðar og Skutulsfjarðar;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
595;kosningar til Alþingis;Samþykkt sem lög frá Alþingi.;;
596;kærur um ofbeldi gegn börnum;Fyrirspurninni var ekki svarað.;;
597;heimilisofbeldi;Fyrirspurninni var svarað skriflega.;;
598;skattumhverfi lítilla og meðalstórra fyrirtækja;;;
599;breyting á stjórnarskrá vegna EES-samningsins;;;
600;tilraunir flóttamanna til að komast í skip;;;
601;orð forseta Íslands um utanríkismál;;;
602;niðurstaða EFTA-dómstólsins og afstaða innanríkisráðherra;;;
603;ástandið á Landspítalanum;;;
604;Alexandersflugvöllur á Sauðárkróki sem varaflugvöllur;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
605;endurnýjanlegt eldsneyti í samgöngum á landi;Samþykkt sem lög frá Alþingi.;;
606;starfsmannaleigur;Samþykkt sem lög frá Alþingi.;;
607;FBI og mál sem er til rannsóknar hjá ríkissaksóknara og ríkislögreglustjóra;Fyrirspurninni var svarað skriflega.;;
608;tollalög o.fl.;Samþykkt sem lög frá Alþingi.;;
609;sameining rannsóknarnefnda í rannsóknarnefnd samgönguslysa;Samþykkt sem lög frá Alþingi.;;
610;óundirbúinn fyrirspurnatími;;;
611;óundirbúinn fyrirspurnatími;;;
612;boðuð gjaldskrárhækkun Íslandspósts;Fyrirspurninni var svarað munnlega.;;
613;olíuleit á Drekasvæðinu;;;
614;undirbúningur lagafrumvarpa um bætta heildarumgjörð laga og reglna um íslenskt fjármálakerfi;;;
615;sorpbrennsla á Kirkjubæjarklaustri;;;
616;undanþága fyrir sorpbrennsluna á Klaustri;;;
617;hagvöxtur;;;
618;málefni heimilanna;;;
619;samskipti við FBI;;;
620;örnefni;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
621;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
622;matvæli;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
623;landsskipulagsstefna 2013--2024;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
624;endurskoðun laga og reglna með tilliti til myglusveppa og tjóns af völdum þeirra;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
625;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
626;Alþjóðavinnumálaþingið í Genf 2009--2011;;;
627;Alþjóðavinnumálaþingið í Genf 2012;;;
628;Norræna ráðherranefndin 2012;;;
629;staða sparisjóðanna;;;
630;Lánasjóður íslenskra námsmanna;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
631;aukin matvælaframleiðsla á Íslandi;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
632;kísilver í landi Bakka;Samþykkt sem lög frá Alþingi.;;
633;nauðasamningar þrotabúa föllnu bankanna og útgreiðslur gjaldeyris;;;
634;vatnalög og rannsóknir á auðlindum í jörðu;Ekki útrætt á 141. þingi. Beið 2. umræðu;;
635;slysatryggingar almannatrygginga;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
636;lífeyrisréttindi almannatrygginga og félagslegur stuðningur;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
637;lögbann og dómsmál til að vernda heildarhagsmuni neytenda;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
638;óundirbúinn fyrirspurnatími;;;
639;samskipti lögreglulyfirvalda við FBI og aðkoma innanríkisráðherra;;;
640;framhald stjórnarskrármálsins;;;
641;möguleg kaup lífeyrissjóðanna á Íslandsbanka;;;
642;fjárhagsstaða Hörpu;;;
643;kostnaður við samninga hjúkrunarfræðinga;;;
644;breytingar á stjórnarskrá;;;
645;heildarskuldir þjóðarbúsins árin 2006--2012;Fyrirspurninni var ekki svarað.;;
646;útgjöld ríkissjóðs;Fyrirspurninni var svarað skriflega.;;
647;byggingarkostnaður Hörpu, tónlistar- og ráðstefnuhúss;Fyrirspurninni var ekki svarað.;;
648;rekstrarkostnaður Hörpu, tónlistar- og ráðstefnuhúss;Fyrirspurninni var ekki svarað.;;
649;áætlun í mannréttindamálum til fjögurra ára, 2013--2016;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
650;tryggingagjald;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
651;vantraust á ríkisstjórnina, þingrof og nýjar kosningar;;;
652;rekjanleiki í tölvukerfum ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
653;rekjanleiki í tölvukerfum ráðuneytisins og Fjármálaeftirlitsins;Fyrirspurninni var ekki svarað.;;
654;rekjanleiki í tölvukerfum ráðuneytisins;Fyrirspurninni var ekki svarað.;;
655;rekjanleiki í tölvukerfum ráðuneytisins, sýslumannsembætta og lögreglu;Fyrirspurninni var svarað skriflega.;;
656;óundirbúinn fyrirspurnatími;;;
657;uppbygging á Bakka;;;
658;orkufrekur iðnaður á Bakka;;;
659;aðgangur fjárlaganefndar að gögnum;;;
660;grásleppuveiði;;;
661;forkaupsréttur og framsal í sjávarútvegi;;;
662;brunavarnagjald og stuðningur við sveitarfélög;Fyrirspurninni var ekki svarað.;;
663;sköttun lífeyristekna milli norrænu ríkjanna;Fyrirspurninni var ekki svarað.;;
664;endurskoðendur;Samþykkt sem lög frá Alþingi.;;
665;sala fasteigna, fyrirtækja og skipa;Samþykkt sem lög frá Alþingi.;;
666;lánveiting Seðlabanka Íslands til Kaupþings hf. 6. október 2008;;;
667;ættleiðingar til samkynhneigðra;Fyrirspurninni var svarað skriflega.;;
668;viðbrögð við fjölgun ferðamanna á Íslandi;;;
669;síldardauði í Kolgrafafirði;;;
670;tekjuskattur;Samþykkt sem lög frá Alþingi.;;
671;úrgangs- og spilliefni frá bandaríska varnarliðinu á Heiðarfjalli á Langanesi;Fyrirspurninni var ekki svarað.;;
672;skaðabótaábyrgð í tengslum við úrgangs- og spilliefni frá bandaríska varnarliðinu í Langanesbyggð;Fyrirspurninni var ekki svarað.;;
673;úrgangs- og spilliefni á Heiðarfjalli á Langanesi;Fyrirspurninni var ekki svarað.;;
674;efling þátttöku félagasamtaka á sviði umhverfisverndar og útivistar við mat á umhverfisáhrifum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
675;heildstæð stefna um að draga úr eftirspurn eftir fíkniefnum;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
676;almannatryggingar og málefni aldraðra;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
677;hlutafélög o.fl.;Ekki útrætt á 141. þingi. (Var í nefnd eftir 1. umræðu.);;
678;réttindagæsla fatlaðs fólks;;;
679;óundirbúinn fyrirspurnatími;;;
680;álit framkvæmdastjórnar ESB um ólögmæti verðtryggðra lána;;;
681;meðhöndlun úrgangs;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
682;afgreiðsla mála fram að þinglokum;;;
683;staða Íbúðalánasjóðs;;;
684;lögmæti verðtryggingar á neytendalánum;;;
685;málefni Dróma;;;
686;fundur með sveitarstjórnarmönnum á Norðurlandi vestra;;;
687;grundvallarskilgreiningar löggæslu á Íslandi og gerð löggæsluáætlunar;;;
688;samstarf við Færeyjar og Grænland um námskeið fyrir rithöfunda;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
689;samstarf við Færeyjar og Grænland um málefni norðurslóða;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
690;rannsóknarnefnd á heilbrigðissviði;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
691;efling íslenska geitfjárstofnsins;Ekki útrætt á 141. þingi. (Beið fyrri umræðu.);;
692;opinber skjalasöfn;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
693;framkvæmd þjóðaratkvæðagreiðslna;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
694;óundirbúinn fyrirspurnatími;;;
695;vandi Íbúðalánasjóðs;;;
696;skuldavandi vegna verðtryggðra lána;;;
