nefnd_id,nefnd;fjöldi funda;heildarfundartími;fjöldi mála;mnr
205;velferðarnefnd;75;1:20:00;32;242,17,159,14,322,18,788,105,27,3,35,76,402,697,1,25,52,338,237,207,211,454,408,645,72,257,696,106,39,122,416,169;
206;stjórnskipunar- og eftirlitsnefnd;60;0:10:00;7;342,685,307,206,186,274,434;
207;fjárlaganefnd;79;6:30:00;9;367,528,688,307,206,705,1,25,169;
204;umhverfis- og samgöngunefnd;70;2:10:00;31;121,423,511,512,101,422,455,361,28,770,166,672,504,157,244,54,321,689,629,26,366,560,424,503,102,690,674,427,53,305,5;
203;atvinnuveganefnd;93;1:50:00;33;392,107,158,694,404,154,455,99,451,98,10,693,244,418,643,391,514,321,420,9,704,417,74,644,11,16,775,692,421,691,305,698,800;
201;allsherjar- og menntamálanefnd;79;1:40:00;45;17,700,605,702,7,108,638,419,462,426,673,365,243,463,389,502,470,6,647,55,1,703,669,214,403,629,562,339,798,475,395,186,209,687,456,376,24,397,436,103,701,670,22,466,430;
148;utanríkismálanefnd;57;1:47:00;15;340,628,609,451,480,632,695,515,579,127,479,637,186,608,516;
202;efnahags- og viðskiptanefnd;87;2:15:00;29;17,622,455,208,363,4,3,2,15,405,787,705,41,12,120,240,11,8,75,581,390,561,571,34,786,251,356,13,23;
137;Íslandsdeild Norðurlandaráðs;7;0:45:00;0;;
132;Íslandsdeild Alþjóðaþingmannasambandsins;2;0:30:00;0;;
147;Íslandsdeild NATO-þingsins;1;0:30:00;0;;
200;Íslandsdeild þingmannanefnda EFTA og EES;1;0:10:00;0;;
134;Íslandsdeild Evrópuráðsþingsins;1;0:30:00;0;;
140;Íslandsdeild Vestnorræna ráðsins;2;0:30:00;0;;
216;þingskapanefnd;2;1:00:00;0;;
