mp,commitee_id,meeting_id,meeting_date
1164,207,12950,2013-06-12
1164,203,12869,2013-06-12
1164,203,12886,2013-06-12
1164,203,12887,2013-06-13
1164,203,12888,2013-06-18
1164,203,12889,2013-06-18
1164,207,12949,2013-06-19
1164,203,13098,2013-06-19
1164,203,12890,2013-06-20
1164,203,12891,2013-06-20
1164,207,12922,2013-06-24
1164,203,12998,2013-06-24
1164,203,12999,2013-06-25
1164,203,13000,2013-06-25
1164,207,12923,2013-06-26
1164,203,13001,2013-06-27
1164,203,13097,2013-06-27
1164,207,12925,2013-08-21
1164,207,12929,2013-08-27
1164,203,12996,2013-09-02
1164,203,13022,2013-09-05
1164,207,12908,2013-09-11
1164,207,12931,2013-09-16
1164,207,12911,2013-09-18
1164,203,12916,2013-09-18
1164,207,13028,2013-09-19
1164,207,13029,2013-09-20
1164,207,13020,2013-09-25
1164,203,13008,2013-09-26
1164,207,13107,2013-09-27
1165,203,12873,2013-06-12
1165,204,12947,2013-06-12
1165,204,12948,2013-06-19
1165,148,13002,2013-06-20
1165,201,13160,2013-06-25
1165,201,12971,2013-06-28
1165,201,12983,2013-07-02
1165,204,12951,2013-07-04
1165,203,13022,2013-09-05
1165,204,12913,2013-09-18
1166,201,12955,2013-06-13
1166,201,12958,2013-06-14
1166,201,12959,2013-06-18
1166,207,12949,2013-06-19
1166,201,12960,2013-06-19
1166,207,12922,2013-06-24
1166,201,13160,2013-06-25
1166,207,12923,2013-06-26
1166,201,12994,2013-06-27
1166,201,12995,2013-06-27
1166,201,12971,2013-06-28
1166,201,12983,2013-07-02
1166,201,13094,2013-07-04
1166,207,12925,2013-08-21
1166,207,12929,2013-08-27
1166,201,12984,2013-08-29
1166,201,12985,2013-09-02
1166,201,12992,2013-09-05
1166,201,12993,2013-09-10
1166,201,13019,2013-09-10
1166,201,13024,2013-09-12
1166,201,12915,2013-09-18
1166,207,13116,2013-09-30
1167,201,12955,2013-06-13
1167,201,12958,2013-06-14
1167,201,12960,2013-06-19
1167,201,12961,2013-06-20
1167,201,12994,2013-06-27
1167,207,12924,2013-06-27
1167,201,12995,2013-06-27
1167,201,12971,2013-06-28
1167,201,12983,2013-07-02
1167,201,13094,2013-07-04
1167,201,12984,2013-08-29
1167,201,12985,2013-09-02
1167,201,12992,2013-09-05
1167,201,12993,2013-09-10
1167,201,13019,2013-09-10
1167,201,13024,2013-09-12
1167,201,12915,2013-09-18
708,203,12873,2013-06-12
708,204,12947,2013-06-12
708,202,12941,2013-06-21
708,202,12944,2013-06-28
708,202,12945,2013-07-01
