þingmaður, orð á mín, hraðasta ræða, url, hægasta ræða, url
Steingrímur J. Sigfússon,140,161,http://www.althingi.is/altext/raeda/148/rad20180607T171623.html,113,http://www.althingi.is/altext/raeda/148/rad20180426T151851.html
Karl Gauti Hjaltason,126,174,http://www.althingi.is/altext/raeda/148/rad20180322T115212.html,90,http://www.althingi.is/altext/raeda/148/rad20180130T184254.html
Albertína Friðbjörg Elíasdóttir,139,170,http://www.althingi.is/altext/raeda/148/rad20180322T120214.html,94,http://www.althingi.is/altext/raeda/148/rad20180320T170149.html
Rósa Björk Brynjólfsdóttir,139,182,http://www.althingi.is/altext/raeda/148/rad20180412T210655.html,110,http://www.althingi.is/altext/raeda/148/rad20180608T143027.html
Líneik Anna Sævarsdóttir,113,153,http://www.althingi.is/altext/raeda/148/rad20180208T164520.html,90,http://www.althingi.is/altext/raeda/148/rad20180503T145910.html
Andrés Ingi Jónsson,120,150,http://www.althingi.is/altext/raeda/148/rad20180612T215012.html,94,http://www.althingi.is/altext/raeda/148/rad20180426T175204.html
Þórunn Egilsdóttir,142,169,http://www.althingi.is/altext/raeda/148/rad20180322T115008.html,121,http://www.althingi.is/altext/raeda/148/rad20180531T220512.html
Lilja Rafney Magnúsdóttir,116,143,http://www.althingi.is/altext/raeda/148/rad20180410T202458.html,91,http://www.althingi.is/altext/raeda/148/rad20171229T194156.html
Kolbeinn Óttarsson Proppé,132,180,http://www.althingi.is/altext/raeda/148/rad20180307T152024.html,89,http://www.althingi.is/altext/raeda/148/rad20180503T181919.html
Óli Björn Kárason,109,147,http://www.althingi.is/altext/raeda/148/rad20180323T155806.html,81,http://www.althingi.is/altext/raeda/148/rad20171221T160540.html
Halla Signý Kristjánsdóttir,130,159,http://www.althingi.is/altext/raeda/148/rad20180306T133908.html,101,http://www.althingi.is/altext/raeda/148/rad20180531T213034.html
Brynjar Níelsson,124,154,http://www.althingi.is/altext/raeda/148/rad20180124T174015.html,88,http://www.althingi.is/altext/raeda/148/rad20180531T125218.html
Páll Magnússon,124,131,http://www.althingi.is/altext/raeda/148/rad20180612T204915.html,113,http://www.althingi.is/altext/raeda/148/rad20180321T151948.html
Haraldur Benediktsson,143,161,http://www.althingi.is/altext/raeda/148/rad20180503T140110.html,131,http://www.althingi.is/altext/raeda/148/rad20171229T130550.html
Elvar Eyvindsson,141,177,http://www.althingi.is/altext/raeda/148/rad20180123T133941.html,120,http://www.althingi.is/altext/raeda/148/rad20180125T122135.html
Olga Margrét Cilia,160,175,http://www.althingi.is/altext/raeda/148/rad20180124T150220.html,142,http://www.althingi.is/altext/raeda/148/rad20180125T133059.html
Una Hildardóttir,127,137,http://www.althingi.is/altext/raeda/148/rad20180228T155257.html,116,http://www.althingi.is/altext/raeda/148/rad20180222T114624.html
Unnur Brá Konráðsdóttir,173,173,http://www.althingi.is/altext/raeda/148/rad20180130T142748.html,173,http://www.althingi.is/altext/raeda/148/rad20180130T142748.html
Bjarni Jónsson,124,124,http://www.althingi.is/altext/raeda/148/rad20180131T151411.html,124,http://www.althingi.is/altext/raeda/148/rad20180131T151411.html
Þórarinn Ingi Pétursson,112,116,http://www.althingi.is/altext/raeda/148/rad20180221T151341.html,109,http://www.althingi.is/altext/raeda/148/rad20180131T191021.html
Alex B. Stefánsson,143,161,http://www.althingi.is/altext/raeda/148/rad20180206T133436.html,130,http://www.althingi.is/altext/raeda/148/rad20180208T175321.html
Jón Gunnarsson,136,173,http://www.althingi.is/altext/raeda/148/rad20180226T161105.html,114,http://www.althingi.is/altext/raeda/148/rad20180227T160529.html
Adda María Jóhannsdóttir,154,163,http://www.althingi.is/altext/raeda/148/rad20180220T140125.html,145,http://www.althingi.is/altext/raeda/148/rad20180221T160913.html
Pawel Bartoszek,151,184,http://www.althingi.is/altext/raeda/148/rad20180322T115510.html,126,http://www.althingi.is/altext/raeda/148/rad20180322T174601.html
Jónína Björg Magnúsdóttir,151,177,http://www.althingi.is/altext/raeda/148/rad20180323T104951.html,119,http://www.althingi.is/altext/raeda/148/rad20180320T133838.html
Álfheiður Eymarsdóttir,109,126,http://www.althingi.is/altext/raeda/148/rad20180322T123325.html,90,http://www.althingi.is/altext/raeda/148/rad20180410T210906.html
Fjölnir Sæmundsson,144,157,http://www.althingi.is/altext/raeda/148/rad20180425T160216.html,133,http://www.althingi.is/altext/raeda/148/rad20180425T152355.html
Hildur Sverrisdóttir,119,134,http://www.althingi.is/altext/raeda/148/rad20180426T172753.html,103,http://www.althingi.is/altext/raeda/148/rad20180426T173234.html
Jón Þór Þorvaldsson,156,176,http://www.althingi.is/altext/raeda/148/rad20180426T104625.html,147,http://www.althingi.is/altext/raeda/148/rad20180426T181610.html
Valgerður Gunnarsdóttir,113,113,http://www.althingi.is/altext/raeda/148/rad20180509T150527.html,113,http://www.althingi.is/altext/raeda/148/rad20180509T150527.html
Sara Elísa Þórðardóttir,112,132,http://www.althingi.is/altext/raeda/148/rad20180606T110131.html,103,http://www.althingi.is/altext/raeda/148/rad20180529T195418.html
Ásgerður K. Gylfadóttir,141,144,http://www.althingi.is/altext/raeda/148/rad20180604T215226.html,137,http://www.althingi.is/altext/raeda/148/rad20180605T170132.html
Karl Liljendal Hólmgeirsson,160,160,http://www.althingi.is/altext/raeda/148/rad20180606T104736.html,160,http://www.althingi.is/altext/raeda/148/rad20180606T104736.html
Teitur Björn Einarsson,102,109,http://www.althingi.is/altext/raeda/148/rad20180606T110419.html,94,http://www.althingi.is/altext/raeda/148/rad20180608T180557.html
Snæbjörn Brynjarsson,152,161,http://www.althingi.is/altext/raeda/148/rad20180612T232337.html,138,http://www.althingi.is/altext/raeda/148/rad20180612T235503.html
Pia Kjærsgaard,55,55,http://www.althingi.is/altext/raeda/148/rad20180718T145138.html,55,http://www.althingi.is/altext/raeda/148/rad20180718T145138.html
Guðni Th. Jóhannesson,89,89,http://www.althingi.is/altext/raeda/148/rad20180718T150651.html,89,http://www.althingi.is/altext/raeda/148/rad20180718T150651.html
