þingmaður, orð á mín, hraðasta ræða, url, hægasta ræða, url
Gunnar Ingiberg Guðmundsson,135,169,http://www.althingi.is/altext/raeda/146/rad20170302T150024.html,88,http://www.althingi.is/altext/raeda/146/rad20170601T165007.html
Jón Gunnarsson,135,204,http://www.althingi.is/altext/raeda/146/rad20170509T145711.html,99,http://www.althingi.is/altext/raeda/146/rad20170322T180935.html
Lilja Sigurðardóttir,193,193,http://www.althingi.is/altext/raeda/146/rad20170207T133925.html,193,http://www.althingi.is/altext/raeda/146/rad20170207T133925.html
Vilhjálmur Árnason,132,162,http://www.althingi.is/altext/raeda/146/rad20170223T172908.html,102,http://www.althingi.is/altext/raeda/146/rad20170516T152618.html
Willum Þór Þórsson,112,130,http://www.althingi.is/altext/raeda/146/rad20170222T154336.html,97,http://www.althingi.is/altext/raeda/146/rad20170530T210453.html
Páll Magnússon,124,158,http://www.althingi.is/altext/raeda/146/rad20170530T101355.html,102,http://www.althingi.is/altext/raeda/146/rad20170223T154127.html
Kristján Þór Júlíusson,127,155,http://www.althingi.is/altext/raeda/146/rad20170522T121224.html,96,http://www.althingi.is/altext/raeda/146/rad20170424T174715.html
Sara Elísa Þórðardóttir,126,131,http://www.althingi.is/altext/raeda/146/rad20170309T152646.html,114,http://www.althingi.is/altext/raeda/146/rad20170307T172832.html
Andri Þór Sturluson,111,146,http://www.althingi.is/altext/raeda/146/rad20170424T171312.html,87,http://www.althingi.is/altext/raeda/146/rad20170425T181339.html
Oktavía Hrund Jónsdóttir,144,152,http://www.althingi.is/altext/raeda/146/rad20170322T152928.html,137,http://www.althingi.is/altext/raeda/146/rad20170320T153142.html
Bjarni Jónsson,134,151,http://www.althingi.is/altext/raeda/146/rad20170323T120229.html,108,http://www.althingi.is/altext/raeda/146/rad20170320T160259.html
Björn Valur Gíslason,130,142,http://www.althingi.is/altext/raeda/146/rad20170321T154540.html,119,http://www.althingi.is/altext/raeda/146/rad20170321T151940.html
Katla Hólm Þórhildardóttir,138,148,http://www.althingi.is/altext/raeda/146/rad20170406T131203.html,129,http://www.althingi.is/altext/raeda/146/rad20170406T130754.html
Albert Guðmundsson,170,170,http://www.althingi.is/altext/raeda/146/rad20170405T152324.html,170,http://www.althingi.is/altext/raeda/146/rad20170405T152324.html
Gunnar Hrafn Jónsson,167,206,http://www.althingi.is/altext/raeda/146/rad20170406T221056.html,140,http://www.althingi.is/altext/raeda/146/rad20170504T173003.html
Bjarni Halldór Janusson,143,164,http://www.althingi.is/altext/raeda/146/rad20170424T164619.html,125,http://www.althingi.is/altext/raeda/146/rad20170425T205849.html
Ómar Ásbjörn Óskarsson,167,167,http://www.althingi.is/altext/raeda/146/rad20170425T134314.html,167,http://www.althingi.is/altext/raeda/146/rad20170425T134314.html
Álfheiður Ingadóttir,116,134,http://www.althingi.is/altext/raeda/146/rad20170515T154809.html,102,http://www.althingi.is/altext/raeda/146/rad20170516T194746.html
Dóra Sif Tynes,116,124,http://www.althingi.is/altext/raeda/146/rad20170509T224807.html,111,http://www.althingi.is/altext/raeda/146/rad20170509T212138.html
Ingibjörg Þórðardóttir,142,144,http://www.althingi.is/altext/raeda/146/rad20170516T192355.html,140,http://www.althingi.is/altext/raeda/146/rad20170515T165007.html
Daníel E. Arnarsson,160,162,http://www.althingi.is/altext/raeda/146/rad20170516T204016.html,159,http://www.althingi.is/altext/raeda/146/rad20170516T133520.html
Iðunn Garðarsdóttir,139,139,http://www.althingi.is/altext/raeda/146/rad20170516T134122.html,139,http://www.althingi.is/altext/raeda/146/rad20170516T134122.html
Sigurður Páll Jónsson,120,146,http://www.althingi.is/altext/raeda/146/rad20170523T103851.html,83,http://www.althingi.is/altext/raeda/146/rad20170526T144114.html
Karólína Helga Símonardóttir,158,158,http://www.althingi.is/altext/raeda/146/rad20170523T104744.html,158,http://www.althingi.is/altext/raeda/146/rad20170523T104744.html
Líneik Anna Sævarsdóttir,117,131,http://www.althingi.is/altext/raeda/146/rad20170526T103410.html,108,http://www.althingi.is/altext/raeda/146/rad20170526T161919.html
Sigrún Ingibjörg Gísladóttir,163,163,http://www.althingi.is/altext/raeda/146/rad20170529T214640.html,163,http://www.althingi.is/altext/raeda/146/rad20170529T214640.html
Óli Halldórsson,151,157,http://www.althingi.is/altext/raeda/146/rad20170530T142744.html,136,http://www.althingi.is/altext/raeda/146/rad20170530T100636.html
Guðrún Ágústa Þórdísardóttir,137,137,http://www.althingi.is/altext/raeda/146/rad20170530T174107.html,137,http://www.althingi.is/altext/raeda/146/rad20170530T174107.html
