Björn Leví Gunnarsson;vistunarúrræði fyrir börn með fötlun;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=152;q
Viktor Orri Valgarðsson;viðhald vegakerfisins;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=153;q
Lilja Sigurðardóttir;auðlindir og auðlindagjald;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=154;q
Silja Dögg Gunnarsdóttir;sala eigna á Ásbrú;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=155;m
Þórunn Egilsdóttir;opnun neyðarbrautarinnar á Reykjavíkurflugvelli;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=156;a
Elsa Lára Arnardóttir;biðlistar eftir greiningu;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=157;m
Svandís Svavarsdóttir;framkvæmd þingsályktunartillögu um áningarstaði Vegagerðarinnar;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=158;m
Elsa Lára Arnardóttir;frádráttarbær ferðakostnaður;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=159;m
Elsa Lára Arnardóttir;áfengisfrumvarp;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=160;m
Elsa Lára Arnardóttir;gjöld sem tengjast umferð;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=161;q
Silja Dögg Gunnarsdóttir;flugfargjöld innan lands;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=162;q
Svandís Svavarsdóttir;framkvæmd Menntamálastofnunar á PISA-könnunum;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=163;q
Silja Dögg Gunnarsdóttir;Landsvirkjun;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=164;q
Silja Dögg Gunnarsdóttir;útflutningur á raforku;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=165;q
Silja Dögg Gunnarsdóttir;ríkisjarðir;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=166;q
Svandís Svavarsdóttir;málsmeðferð hælisleitenda samkvæmt Dyflinnarreglugerðinni;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=167;q
Smári McCarthy;gerð samnings um vegabréfsáritanafrelsi við Kósóvó;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=168;m
Birgitta Jónsdóttir;valfrjáls bókun við samning Sameinuðu þjóðanna gegn pyndingum (OPCAT);http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=169;m
Birgitta Jónsdóttir;valfrjáls bókun við samning Sameinuðu þjóðanna gegn pyndingum (OPCAT);http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=170;m
Hanna Katrín Friðriksson;heilbrigðisþjónusta veitt erlendum ferðamönnum;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=171;q
Jón Steindór Valdimarsson;úrskurðir um umgengni barna við umgengnisforeldra;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=172;q
Smári McCarthy;framlagning frumvarpa er varða upplýsinga- og tjáningarfrelsi;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=173;q
Katrín Jakobsdóttir;framhaldsskólar;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=174;l
Oddný G. Harðardóttir;rafræn birting málaskráa og gagna ráðuneyta;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=175;a
Gunnar Ingiberg Guðmundsson;stjórn fiskveiða;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=176;l
Guðlaugur Þór Þórðarson;fullgilding fríverslunarsamnings milli EFTA-ríkjanna og Georgíu;http://www.althingi.is/altext/xml/thingmalalisti/thingmal/?lthing=146&malnr=177;a
